# GENERADO por forense/analisis/corpus-completo/catalogo.py — no editar
fuente	programa	ola	id_archivo	titulo	clase	url	formato_elegido	formatos	tamano	licencia	en_manifiesto	prioridad	historia_en_corpus	ola_mas_reciente	reserva_al_entrar	afirmaciones_mapa
INEGI	CCPV	2010	79507	Censo de Población y Vivienda 2010 · Bases de datos · Durango	ARCHIVO	https://www.inegi.org.mx/contenidos/programas/ccpv/2010/microdatos/iter/10_durango_2010_iter_dbf.zip	_dbf.zip	_dbf.zip;_xls.zip	1,008 KB	Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)	NO	15	SI	2020	ABIERTA	ASTRA5-U0-RURAL-028;ASTRA5-U0-PAREJA-016;ASTRA5-U0-FAM-005;ASTRA5-U0-FAM-025;ASTRA5-U0-FAM-035;ASTRA5-U0-EMOC-030;ASTRA5-U0-SINT-010;ASTRA5-U0-SINT-016;ASTRA5-U0-CONS-020;ASTRA5-U0-RELIG-001;ASTRA5-U0-RELIG-008;ASTRA5-U0-RELIG-022;ASTRA5-U0-RELIG-025;ASTRA5-U0-VEJEZ-005;ASTRA5-U0-VEJEZ-006
INEGI	CCPV	2010	79508	Censo de Población y Vivienda 2010 · Bases de datos · Guanajuato	ARCHIVO	https://www.inegi.org.mx/contenidos/programas/ccpv/2010/microdatos/iter/11_guanajuato_2010_iter_dbf.zip	_dbf.zip	_dbf.zip;_xls.zip	2.00 MB	Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)	NO	15	SI	2020	ABIERTA	ASTRA5-U0-RURAL-028;ASTRA5-U0-PAREJA-016;ASTRA5-U0-FAM-005;ASTRA5-U0-FAM-025;ASTRA5-U0-FAM-035;ASTRA5-U0-EMOC-030;ASTRA5-U0-SINT-010;ASTRA5-U0-SINT-016;ASTRA5-U0-CONS-020;ASTRA5-U0-RELIG-001;ASTRA5-U0-RELIG-008;ASTRA5-U0-RELIG-022;ASTRA5-U0-RELIG-025;ASTRA5-U0-VEJEZ-005;ASTRA5-U0-VEJEZ-006
INEGI	CCPV	2010	79509	Censo de Población y Vivienda 2010 · Bases de datos · Guerrero	ARCHIVO	https://www.inegi.org.mx/contenidos/programas/ccpv/2010/microdatos/iter/12_guerrero_2010_iter_dbf.zip	_dbf.zip	_dbf.zip;_xls.zip	1.75 MB	Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)	NO	15	SI	2020	ABIERTA	ASTRA5-U0-RURAL-028;ASTRA5-U0-PAREJA-016;ASTRA5-U0-FAM-005;ASTRA5-U0-FAM-025;ASTRA5-U0-FAM-035;ASTRA5-U0-EMOC-030;ASTRA5-U0-SINT-010;ASTRA5-U0-SINT-016;ASTRA5-U0-CONS-020;ASTRA5-U0-RELIG-001;ASTRA5-U0-RELIG-008;ASTRA5-U0-RELIG-022;ASTRA5-U0-RELIG-025;ASTRA5-U0-VEJEZ-005;ASTRA5-U0-VEJEZ-006
INEGI	CCPV	2010	79510	Censo de Población y Vivienda 2010 · Bases de datos · Hidalgo	ARCHIVO	https://www.inegi.org.mx/contenidos/programas/ccpv/2010/microdatos/iter/13_hidalgo_2010_iter_dbf.zip	_dbf.zip	_dbf.zip;_xls.zip	1.37 MB	Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)	NO	15	SI	2020	ABIERTA	ASTRA5-U0-RURAL-028;ASTRA5-U0-PAREJA-016;ASTRA5-U0-FAM-005;ASTRA5-U0-FAM-025;ASTRA5-U0-FAM-035;ASTRA5-U0-EMOC-030;ASTRA5-U0-SINT-010;ASTRA5-U0-SINT-016;ASTRA5-U0-CONS-020;ASTRA5-U0-RELIG-001;ASTRA5-U0-RELIG-008;ASTRA5-U0-RELIG-022;ASTRA5-U0-RELIG-025;ASTRA5-U0-VEJEZ-005;ASTRA5-U0-VEJEZ-006
INEGI	CCPV	2010	79511	Censo de Población y Vivienda 2010 · Bases de datos · Jalisco	ARCHIVO	https://www.inegi.org.mx/contenidos/programas/ccpv/2010/microdatos/iter/14_jalisco_2010_iter_dbf.zip	_dbf.zip	_dbf.zip;_xls.zip	2.04 MB	Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)	NO	15	SI	2020	ABIERTA	ASTRA5-U0-RURAL-028;ASTRA5-U0-PAREJA-016;ASTRA5-U0-FAM-005;ASTRA5-U0-FAM-025;ASTRA5-U0-FAM-035;ASTRA5-U0-EMOC-030;ASTRA5-U0-SINT-010;ASTRA5-U0-SINT-016;ASTRA5-U0-CONS-020;ASTRA5-U0-RELIG-001;ASTRA5-U0-RELIG-008;ASTRA5-U0-RELIG-022;ASTRA5-U0-RELIG-025;ASTRA5-U0-VEJEZ-005;ASTRA5-U0-VEJEZ-006
INEGI	CCPV	2010	79512	Censo de Población y Vivienda 2010 · Bases de datos · México	ARCHIVO	https://www.inegi.org.mx/contenidos/programas/ccpv/2010/microdatos/iter/15_mexico_2010_iter_dbf.zip	_dbf.zip	_dbf.zip;_xls.zip	1.67 MB	Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)	NO	15	SI	2020	ABIERTA	ASTRA5-U0-RURAL-028;ASTRA5-U0-PAREJA-016;ASTRA5-U0-FAM-005;ASTRA5-U0-FAM-025;ASTRA5-U0-FAM-035;ASTRA5-U0-EMOC-030;ASTRA5-U0-SINT-010;ASTRA5-U0-SINT-016;ASTRA5-U0-CONS-020;ASTRA5-U0-RELIG-001;ASTRA5-U0-RELIG-008;ASTRA5-U0-RELIG-022;ASTRA5-U0-RELIG-025;ASTRA5-U0-VEJEZ-005;ASTRA5-U0-VEJEZ-006
INEGI	CCPV	2010	79513	Censo de Población y Vivienda 2010 · Bases de datos · Michoacán de Ocampo	ARCHIVO	https://www.inegi.org.mx/contenidos/programas/ccpv/2010/microdatos/iter/16_michoacan_2010_iter_dbf.zip	_dbf.zip	_dbf.zip;_xls.zip	2.01 MB	Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)	NO	15	SI	2020	ABIERTA	ASTRA5-U0-RURAL-028;ASTRA5-U0-PAREJA-016;ASTRA5-U0-FAM-005;ASTRA5-U0-FAM-025;ASTRA5-U0-FAM-035;ASTRA5-U0-EMOC-030;ASTRA5-U0-SINT-010;ASTRA5-U0-SINT-016;ASTRA5-U0-CONS-020;ASTRA5-U0-RELIG-001;ASTRA5-U0-RELIG-008;ASTRA5-U0-RELIG-022;ASTRA5-U0-RELIG-025;ASTRA5-U0-VEJEZ-005;ASTRA5-U0-VEJEZ-006
INEGI	CCPV	2010	79514	Censo de Población y Vivienda 2010 · Bases de datos · Morelos	ARCHIVO	https://www.inegi.org.mx/contenidos/programas/ccpv/2010/microdatos/iter/17_morelos_2010_iter_dbf.zip	_dbf.zip	_dbf.zip;_xls.zip	427 KB	Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)	NO	15	SI	2020	ABIERTA	ASTRA5-U0-RURAL-028;ASTRA5-U0-PAREJA-016;ASTRA5-U0-FAM-005;ASTRA5-U0-FAM-025;ASTRA5-U0-FAM-035;ASTRA5-U0-EMOC-030;ASTRA5-U0-SINT-010;ASTRA5-U0-SINT-016;ASTRA5-U0-CONS-020;ASTRA5-U0-RELIG-001;ASTRA5-U0-RELIG-008;ASTRA5-U0-RELIG-022;ASTRA5-U0-RELIG-025;ASTRA5-U0-VEJEZ-005;ASTRA5-U0-VEJEZ-006
INEGI	CCPV	2010	79515	Censo de Población y Vivienda 2010 · Bases de datos · Nayarit	ARCHIVO	https://www.inegi.org.mx/contenidos/programas/ccpv/2010/microdatos/iter/18_nayarit_2010_iter_dbf.zip	_dbf.zip	_dbf.zip;_xls.zip	490 KB	Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)	NO	15	SI	2020	ABIERTA	ASTRA5-U0-RURAL-028;ASTRA5-U0-PAREJA-016;ASTRA5-U0-FAM-005;ASTRA5-U0-FAM-025;ASTRA5-U0-FAM-035;ASTRA5-U0-EMOC-030;ASTRA5-U0-SINT-010;ASTRA5-U0-SINT-016;ASTRA5-U0-CONS-020;ASTRA5-U0-RELIG-001;ASTRA5-U0-RELIG-008;ASTRA5-U0-RELIG-022;ASTRA5-U0-RELIG-025;ASTRA5-U0-VEJEZ-005;ASTRA5-U0-VEJEZ-006
INEGI	CCPV	2010	79516	Censo de Población y Vivienda 2010 · Bases de datos · Nuevo León	ARCHIVO	https://www.inegi.org.mx/contenidos/programas/ccpv/2010/microdatos/iter/19_nuevo_leon_2010_iter_dbf.zip	_dbf.zip	_dbf.zip;_xls.zip	759 KB	Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)	NO	15	SI	2020	ABIERTA	ASTRA5-U0-RURAL-028;ASTRA5-U0-PAREJA-016;ASTRA5-U0-FAM-005;ASTRA5-U0-FAM-025;ASTRA5-U0-FAM-035;ASTRA5-U0-EMOC-030;ASTRA5-U0-SINT-010;ASTRA5-U0-SINT-016;ASTRA5-U0-CONS-020;ASTRA5-U0-RELIG-001;ASTRA5-U0-RELIG-008;ASTRA5-U0-RELIG-022;ASTRA5-U0-RELIG-025;ASTRA5-U0-VEJEZ-005;ASTRA5-U0-VEJEZ-006
INEGI	CCPV	2010	79517	Censo de Población y Vivienda 2010 · Bases de datos · Oaxaca	ARCHIVO	https://www.inegi.org.mx/contenidos/programas/ccpv/2010/microdatos/iter/20_oaxaca_2010_iter_dbf.zip	_dbf.zip	_dbf.zip;_xls.zip	2.91 MB	Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)	NO	15	SI	2020	ABIERTA	ASTRA5-U0-RURAL-028;ASTRA5-U0-PAREJA-016;ASTRA5-U0-FAM-005;ASTRA5-U0-FAM-025;ASTRA5-U0-FAM-035;ASTRA5-U0-EMOC-030;ASTRA5-U0-SINT-010;ASTRA5-U0-SINT-016;ASTRA5-U0-CONS-020;ASTRA5-U0-RELIG-001;ASTRA5-U0-RELIG-008;ASTRA5-U0-RELIG-022;ASTRA5-U0-RELIG-025;ASTRA5-U0-VEJEZ-005;ASTRA5-U0-VEJEZ-006
INEGI	CCPV	2010	79518	Censo de Población y Vivienda 2010 · Bases de datos · Puebla	ARCHIVO	https://www.inegi.org.mx/contenidos/programas/ccpv/2010/microdatos/iter/21_puebla_2010_iter_dbf.zip	_dbf.zip	_dbf.zip;_xls.zip	1.85 MB	Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)	NO	15	SI	2020	ABIERTA	ASTRA5-U0-RURAL-028;ASTRA5-U0-PAREJA-016;ASTRA5-U0-FAM-005;ASTRA5-U0-FAM-025;ASTRA5-U0-FAM-035;ASTRA5-U0-EMOC-030;ASTRA5-U0-SINT-010;ASTRA5-U0-SINT-016;ASTRA5-U0-CONS-020;ASTRA5-U0-RELIG-001;ASTRA5-U0-RELIG-008;ASTRA5-U0-RELIG-022;ASTRA5-U0-RELIG-025;ASTRA5-U0-VEJEZ-005;ASTRA5-U0-VEJEZ-006
INEGI	CCPV	2010	79519	Censo de Población y Vivienda 2010 · Bases de datos · Querétaro	ARCHIVO	https://www.inegi.org.mx/contenidos/programas/ccpv/2010/microdatos/iter/22_queretaro_2010_iter_dbf.zip	_dbf.zip	_dbf.zip;_xls.zip	662 KB	Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)	NO	15	SI	2020	ABIERTA	ASTRA5-U0-RURAL-028;ASTRA5-U0-PAREJA-016;ASTRA5-U0-FAM-005;ASTRA5-U0-FAM-025;ASTRA5-U0-FAM-035;ASTRA5-U0-EMOC-030;ASTRA5-U0-SINT-010;ASTRA5-U0-SINT-016;ASTRA5-U0-CONS-020;ASTRA5-U0-RELIG-001;ASTRA5-U0-RELIG-008;ASTRA5-U0-RELIG-022;ASTRA5-U0-RELIG-025;ASTRA5-U0-VEJEZ-005;ASTRA5-U0-VEJEZ-006
INEGI	CCPV	2010	79520	Censo de Población y Vivienda 2010 · Bases de datos · Quintana Roo	ARCHIVO	https://www.inegi.org.mx/contenidos/programas/ccpv/2010/microdatos/iter/23_quintana_roo_2010_iter_dbf.zip	_dbf.zip	_dbf.zip;_xls.zip	247 KB	Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)	NO	15	SI	2020	ABIERTA	ASTRA5-U0-RURAL-028;ASTRA5-U0-PAREJA-016;ASTRA5-U0-FAM-005;ASTRA5-U0-FAM-025;ASTRA5-U0-FAM-035;ASTRA5-U0-EMOC-030;ASTRA5-U0-SINT-010;ASTRA5-U0-SINT-016;ASTRA5-U0-CONS-020;ASTRA5-U0-RELIG-001;ASTRA5-U0-RELIG-008;ASTRA5-U0-RELIG-022;ASTRA5-U0-RELIG-025;ASTRA5-U0-VEJEZ-005;ASTRA5-U0-VEJEZ-006
INEGI	CCPV	2010	79521	Censo de Población y Vivienda 2010 · Bases de datos · San Luis Potosí	ARCHIVO	https://www.inegi.org.mx/contenidos/programas/ccpv/2010/microdatos/iter/24_san_luis_potosi_2010_iter_dbf.zip	_dbf.zip	_dbf.zip;_xls.zip	1.42 MB	Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)	NO	15	SI	2020	ABIERTA	ASTRA5-U0-RURAL-028;ASTRA5-U0-PAREJA-016;ASTRA5-U0-FAM-005;ASTRA5-U0-FAM-025;ASTRA5-U0-FAM-035;ASTRA5-U0-EMOC-030;ASTRA5-U0-SINT-010;ASTRA5-U0-SINT-016;ASTRA5-U0-CONS-020;ASTRA5-U0-RELIG-001;ASTRA5-U0-RELIG-008;ASTRA5-U0-RELIG-022;ASTRA5-U0-RELIG-025;ASTRA5-U0-VEJEZ-005;ASTRA5-U0-VEJEZ-006
INEGI	CCPV	2010	79522	Censo de Población y Vivienda 2010 · Bases de datos · Sinaloa	ARCHIVO	https://www.inegi.org.mx/contenidos/programas/ccpv/2010/microdatos/iter/25_sinaloa_2010_iter_dbf.zip	_dbf.zip	_dbf.zip;_xls.zip	1.08 MB	Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)	NO	15	SI	2020	ABIERTA	ASTRA5-U0-RURAL-028;ASTRA5-U0-PAREJA-016;ASTRA5-U0-FAM-005;ASTRA5-U0-FAM-025;ASTRA5-U0-FAM-035;ASTRA5-U0-EMOC-030;ASTRA5-U0-SINT-010;ASTRA5-U0-SINT-016;ASTRA5-U0-CONS-020;ASTRA5-U0-RELIG-001;ASTRA5-U0-RELIG-008;ASTRA5-U0-RELIG-022;ASTRA5-U0-RELIG-025;ASTRA5-U0-VEJEZ-005;ASTRA5-U0-VEJEZ-006
INEGI	CCPV	2010	79523	Censo de Población y Vivienda 2010 · Bases de datos · Sonora	ARCHIVO	https://www.inegi.org.mx/contenidos/programas/ccpv/2010/microdatos/iter/26_sonora_2010_iter_dbf.zip	_dbf.zip	_dbf.zip;_xls.zip	896 KB	Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)	NO	15	SI	2020	ABIERTA	ASTRA5-U0-RURAL-028;ASTRA5-U0-PAREJA-016;ASTRA5-U0-FAM-005;ASTRA5-U0-FAM-025;ASTRA5-U0-FAM-035;ASTRA5-U0-EMOC-030;ASTRA5-U0-SINT-010;ASTRA5-U0-SINT-016;ASTRA5-U0-CONS-020;ASTRA5-U0-RELIG-001;ASTRA5-U0-RELIG-008;ASTRA5-U0-RELIG-022;ASTRA5-U0-RELIG-025;ASTRA5-U0-VEJEZ-005;ASTRA5-U0-VEJEZ-006
INEGI	CCPV	2010	79524	Censo de Población y Vivienda 2010 · Bases de datos · Tabasco	ARCHIVO	https://www.inegi.org.mx/contenidos/programas/ccpv/2010/microdatos/iter/27_tabasco_2010_iter_dbf.zip	_dbf.zip	_dbf.zip;_xls.zip	747 KB	Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)	NO	15	SI	2020	ABIERTA	ASTRA5-U0-RURAL-028;ASTRA5-U0-PAREJA-016;ASTRA5-U0-FAM-005;ASTRA5-U0-FAM-025;ASTRA5-U0-FAM-035;ASTRA5-U0-EMOC-030;ASTRA5-U0-SINT-010;ASTRA5-U0-SINT-016;ASTRA5-U0-CONS-020;ASTRA5-U0-RELIG-001;ASTRA5-U0-RELIG-008;ASTRA5-U0-RELIG-022;ASTRA5-U0-RELIG-025;ASTRA5-U0-VEJEZ-005;ASTRA5-U0-VEJEZ-006
INEGI	CCPV	2010	79525	Censo de Población y Vivienda 2010 · Bases de datos · Tamaulipas	ARCHIVO	https://www.inegi.org.mx/contenidos/programas/ccpv/2010/microdatos/iter/28_tamaulipas_2010_iter_dbf.zip	_dbf.zip	_dbf.zip;_xls.zip	966 KB	Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)	NO	15	SI	2020	ABIERTA	ASTRA5-U0-RURAL-028;ASTRA5-U0-PAREJA-016;ASTRA5-U0-FAM-005;ASTRA5-U0-FAM-025;ASTRA5-U0-FAM-035;ASTRA5-U0-EMOC-030;ASTRA5-U0-SINT-010;ASTRA5-U0-SINT-016;ASTRA5-U0-CONS-020;ASTRA5-U0-RELIG-001;ASTRA5-U0-RELIG-008;ASTRA5-U0-RELIG-022;ASTRA5-U0-RELIG-025;ASTRA5-U0-VEJEZ-005;ASTRA5-U0-VEJEZ-006
INEGI	CCPV	2010	79526	Censo de Población y Vivienda 2010 · Bases de datos · Tlaxcala	ARCHIVO	https://www.inegi.org.mx/contenidos/programas/ccpv/2010/microdatos/iter/29_tlaxcala_2010_iter_dbf.zip	_dbf.zip	_dbf.zip;_xls.zip	311 KB	Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)	NO	15	SI	2020	ABIERTA	ASTRA5-U0-RURAL-028;ASTRA5-U0-PAREJA-016;ASTRA5-U0-FAM-005;ASTRA5-U0-FAM-025;ASTRA5-U0-FAM-035;ASTRA5-U0-EMOC-030;ASTRA5-U0-SINT-010;ASTRA5-U0-SINT-016;ASTRA5-U0-CONS-020;ASTRA5-U0-RELIG-001;ASTRA5-U0-RELIG-008;ASTRA5-U0-RELIG-022;ASTRA5-U0-RELIG-025;ASTRA5-U0-VEJEZ-005;ASTRA5-U0-VEJEZ-006
INEGI	CCPV	2010	79527	Censo de Población y Vivienda 2010 · Bases de datos · Veracruz de Ignacio de la Llave	ARCHIVO	https://www.inegi.org.mx/contenidos/programas/ccpv/2010/microdatos/iter/30_veracruz_2010_iter_dbf.zip	_dbf.zip	_dbf.zip;_xls.zip	4.20 MB	Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)	NO	15	SI	2020	ABIERTA	ASTRA5-U0-RURAL-028;ASTRA5-U0-PAREJA-016;ASTRA5-U0-FAM-005;ASTRA5-U0-FAM-025;ASTRA5-U0-FAM-035;ASTRA5-U0-EMOC-030;ASTRA5-U0-SINT-010;ASTRA5-U0-SINT-016;ASTRA5-U0-CONS-020;ASTRA5-U0-RELIG-001;ASTRA5-U0-RELIG-008;ASTRA5-U0-RELIG-022;ASTRA5-U0-RELIG-025;ASTRA5-U0-VEJEZ-005;ASTRA5-U0-VEJEZ-006
INEGI	CCPV	2010	79528	Censo de Población y Vivienda 2010 · Bases de datos · Yucatán	ARCHIVO	https://www.inegi.org.mx/contenidos/programas/ccpv/2010/microdatos/iter/31_yucatan_2010_iter_dbf.zip	_dbf.zip	_dbf.zip;_xls.zip	455 KB	Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)	NO	15	SI	2020	ABIERTA	ASTRA5-U0-RURAL-028;ASTRA5-U0-PAREJA-016;ASTRA5-U0-FAM-005;ASTRA5-U0-FAM-025;ASTRA5-U0-FAM-035;ASTRA5-U0-EMOC-030;ASTRA5-U0-SINT-010;ASTRA5-U0-SINT-016;ASTRA5-U0-CONS-020;ASTRA5-U0-RELIG-001;ASTRA5-U0-RELIG-008;ASTRA5-U0-RELIG-022;ASTRA5-U0-RELIG-025;ASTRA5-U0-VEJEZ-005;ASTRA5-U0-VEJEZ-006
INEGI	CCPV	2010	79529	Censo de Población y Vivienda 2010 · Bases de datos · Zacatecas	ARCHIVO	https://www.inegi.org.mx/contenidos/programas/ccpv/2010/microdatos/iter/32_zacatecas_2010_iter_dbf.zip	_dbf.zip	_dbf.zip;_xls.zip	950 KB	Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)	NO	15	SI	2020	ABIERTA	ASTRA5-U0-RURAL-028;ASTRA5-U0-PAREJA-016;ASTRA5-U0-FAM-005;ASTRA5-U0-FAM-025;ASTRA5-U0-FAM-035;ASTRA5-U0-EMOC-030;ASTRA5-U0-SINT-010;ASTRA5-U0-SINT-016;ASTRA5-U0-CONS-020;ASTRA5-U0-RELIG-001;ASTRA5-U0-RELIG-008;ASTRA5-U0-RELIG-022;ASTRA5-U0-RELIG-025;ASTRA5-U0-VEJEZ-005;ASTRA5-U0-VEJEZ-006
INEGI	CCPV	2010	79530	Censo de Población y Vivienda 2010 · Documentación de la base de datos · Introducción y notas	ARCHIVO	https://www.inegi.org.mx/contenidos/programas/ccpv/2010/doc/principales_resultados_iter_intro_bd_cpv2010.pdf	.pdf	.pdf	78.0 KB	Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)	NO	15	SI	2020	ABIERTA	ASTRA5-U0-RURAL-028;ASTRA5-U0-PAREJA-016;ASTRA5-U0-FAM-005;ASTRA5-U0-FAM-025;ASTRA5-U0-FAM-035;ASTRA5-U0-EMOC-030;ASTRA5-U0-SINT-010;ASTRA5-U0-SINT-016;ASTRA5-U0-CONS-020;ASTRA5-U0-RELIG-001;ASTRA5-U0-RELIG-008;ASTRA5-U0-RELIG-022;ASTRA5-U0-RELIG-025;ASTRA5-U0-VEJEZ-005;ASTRA5-U0-VEJEZ-006
INEGI	CCPV	2010	79531	Censo de Población y Vivienda 2010 · Documentación de la base de datos · Descripción de la base de datos	ARCHIVO	https://www.inegi.org.mx/contenidos/programas/ccpv/2010/doc/fd_iter_2010.pdf	.pdf	.pdf	435 KB	Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)	NO	15	SI	2020	ABIERTA	ASTRA5-U0-RURAL-028;ASTRA5-U0-PAREJA-016;ASTRA5-U0-FAM-005;ASTRA5-U0-FAM-025;ASTRA5-U0-FAM-035;ASTRA5-U0-EMOC-030;ASTRA5-U0-SINT-010;ASTRA5-U0-SINT-016;ASTRA5-U0-CONS-020;ASTRA5-U0-RELIG-001;ASTRA5-U0-RELIG-008;ASTRA5-U0-RELIG-022;ASTRA5-U0-RELIG-025;ASTRA5-U0-VEJEZ-005;ASTRA5-U0-VEJEZ-006
INEGI	CCPV	2010	79532	Censo de Población y Vivienda 2010 · Documentación de la base de datos · Relación de municipios creados de 2005 a 2010	ARCHIVO	https://www.inegi.org.mx/contenidos/programas/ccpv/2010/doc/municipios_creados_cpv2010.pdf	.pdf	.pdf	58.1 KB	Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)	NO	15	SI	2020	ABIERTA	ASTRA5-U0-RURAL-028;ASTRA5-U0-PAREJA-016;ASTRA5-U0-FAM-005;ASTRA5-U0-FAM-025;ASTRA5-U0-FAM-035;ASTRA5-U0-EMOC-030;ASTRA5-U0-SINT-010;ASTRA5-U0-SINT-016;ASTRA5-U0-CONS-020;ASTRA5-U0-RELIG-001;ASTRA5-U0-RELIG-008;ASTRA5-U0-RELIG-022;ASTRA5-U0-RELIG-025;ASTRA5-U0-VEJEZ-005;ASTRA5-U0-VEJEZ-006
INEGI	CCPV	2010	79534	Censo de Población y Vivienda 2010 · Bases de datos · Aguascalientes	ARCHIVO	https://www.inegi.org.mx/contenidos/programas/ccpv/2010/microdatos/iter/ageb_manzana/01_aguascalientes_2010_ageb_manzana_urbana_dbf.zip	_dbf.zip	_dbf.zip;_xls.zip	2.57 MB	Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)	NO	15	SI	2020	ABIERTA	ASTRA5-U0-RURAL-028;ASTRA5-U0-PAREJA-016;ASTRA5-U0-FAM-005;ASTRA5-U0-FAM-025;ASTRA5-U0-FAM-035;ASTRA5-U0-EMOC-030;ASTRA5-U0-SINT-010;ASTRA5-U0-SINT-016;ASTRA5-U0-CONS-020;ASTRA5-U0-RELIG-001;ASTRA5-U0-RELIG-008;ASTRA5-U0-RELIG-022;ASTRA5-U0-RELIG-025;ASTRA5-U0-VEJEZ-005;ASTRA5-U0-VEJEZ-006
INEGI	CCPV	2010	79535	Censo de Población y Vivienda 2010 · Bases de datos · Baja California	ARCHIVO	https://www.inegi.org.mx/contenidos/programas/ccpv/2010/microdatos/iter/ageb_manzana/02_baja_california_2010_ageb_manzana_urbana_dbf.zip	_dbf.zip	_dbf.zip;_xls.zip	9.21 MB	Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)	NO	15	SI	2020	ABIERTA	ASTRA5-U0-RURAL-028;ASTRA5-U0-PAREJA-016;ASTRA5-U0-FAM-005;ASTRA5-U0-FAM-025;ASTRA5-U0-FAM-035;ASTRA5-U0-EMOC-030;ASTRA5-U0-SINT-010;ASTRA5-U0-SINT-016;ASTRA5-U0-CONS-020;ASTRA5-U0-RELIG-001;ASTRA5-U0-RELIG-008;ASTRA5-U0-RELIG-022;ASTRA5-U0-RELIG-025;ASTRA5-U0-VEJEZ-005;ASTRA5-U0-VEJEZ-006
INEGI	CCPV	2010	79536	Censo de Población y Vivienda 2010 · Bases de datos · Baja California Sur	ARCHIVO	https://www.inegi.org.mx/contenidos/programas/ccpv/2010/microdatos/iter/ageb_manzana/03_baja_california_sur_2010_ageb_manzana_urbana_dbf.zip	_dbf.zip	_dbf.zip;_xls.zip	2.25 MB	Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)	NO	15	SI	2020	ABIERTA	ASTRA5-U0-RURAL-028;ASTRA5-U0-PAREJA-016;ASTRA5-U0-FAM-005;ASTRA5-U0-FAM-025;ASTRA5-U0-FAM-035;ASTRA5-U0-EMOC-030;ASTRA5-U0-SINT-010;ASTRA5-U0-SINT-016;ASTRA5-U0-CONS-020;ASTRA5-U0-RELIG-001;ASTRA5-U0-RELIG-008;ASTRA5-U0-RELIG-022;ASTRA5-U0-RELIG-025;ASTRA5-U0-VEJEZ-005;ASTRA5-U0-VEJEZ-006
INEGI	CCPV	2010	79537	Censo de Población y Vivienda 2010 · Bases de datos · Campeche	ARCHIVO	https://www.inegi.org.mx/contenidos/programas/ccpv/2010/microdatos/iter/ageb_manzana/04_campeche_2010_ageb_manzana_urbana_dbf.zip	_dbf.zip	_dbf.zip;_xls.zip	2.02 MB	Términos de Libre Uso de la Información del INEGI (https://www.inegi.org.mx/inegi/terminos.html)	NO	15	SI	2020	ABIERTA	ASTRA5-U0-RURAL-028;ASTRA5-U0-PAREJA-016;ASTRA5-U0-FAM-005;ASTRA5-U0-FAM-025;ASTRA5-U0-FAM-035;ASTRA5-U0-EMOC-030;ASTRA5-U0-SINT-010;ASTRA5-U0-SINT-016;ASTRA5-U0-CONS-020;ASTRA5-U0-RELIG-001;ASTRA5-U0-RELIG-008;ASTRA5-U0-RELIG-022;ASTRA5-U0-RELIG-025;ASTRA5-U0-VEJEZ-005;ASTRA5-U0-VEJEZ-006
