par	dimension	grupo	n_inicial_valido	n_par_valido	retencion	n_perdida	componente	n_componente
ENNVIH-1-2002_A_ENNVIH-2-2005-06	edad_inicial	50-MAS	4797	3812	0.7946633312486971	985	FUERA-HOGAR-SIN-LIBRO-IIIB	18
ENNVIH-1-2002_A_ENNVIH-2-2005-06	edad_inicial	50-MAS	4797	3812	0.7946633312486971	985	MUERTE	311
ENNVIH-1-2002_A_ENNVIH-2-2005-06	edad_inicial	50-MAS	4797	3812	0.7946633312486971	985	NO-RESPUESTA-ITEM	33
ENNVIH-1-2002_A_ENNVIH-2-2005-06	edad_inicial	50-MAS	4797	3812	0.7946633312486971	985	RESPUESTA-VALIDA	3812
ENNVIH-1-2002_A_ENNVIH-2-2005-06	edad_inicial	50-MAS	4797	3812	0.7946633312486971	985	SIN-REGISTRO-SEGUIMIENTO	261
ENNVIH-1-2002_A_ENNVIH-2-2005-06	edad_inicial	50-MAS	4797	3812	0.7946633312486971	985	SIN-RESPUESTA-LIBRO-IIIB	362
ENNVIH-1-2002_A_ENNVIH-2-2005-06	participacion_inicial	NO	17333	12996	0.7497836496855709	4337	FUERA-HOGAR-SIN-LIBRO-IIIB	675
ENNVIH-1-2002_A_ENNVIH-2-2005-06	participacion_inicial	NO	17333	12996	0.7497836496855709	4337	MUERTE	364
ENNVIH-1-2002_A_ENNVIH-2-2005-06	participacion_inicial	NO	17333	12996	0.7497836496855709	4337	NO-RESPUESTA-ITEM	113
ENNVIH-1-2002_A_ENNVIH-2-2005-06	participacion_inicial	NO	17333	12996	0.7497836496855709	4337	RESPUESTA-VALIDA	12996
ENNVIH-1-2002_A_ENNVIH-2-2005-06	participacion_inicial	NO	17333	12996	0.7497836496855709	4337	SIN-REGISTRO-SEGUIMIENTO	1341
ENNVIH-1-2002_A_ENNVIH-2-2005-06	participacion_inicial	NO	17333	12996	0.7497836496855709	4337	SIN-RESPUESTA-LIBRO-IIIB	1844
ENNVIH-1-2002_A_ENNVIH-2-2005-06	participacion_inicial	SI	2469	1909	0.7731875253138922	560	FUERA-HOGAR-SIN-LIBRO-IIIB	90
ENNVIH-1-2002_A_ENNVIH-2-2005-06	participacion_inicial	SI	2469	1909	0.7731875253138922	560	MUERTE	18
ENNVIH-1-2002_A_ENNVIH-2-2005-06	participacion_inicial	SI	2469	1909	0.7731875253138922	560	NO-RESPUESTA-ITEM	17
ENNVIH-1-2002_A_ENNVIH-2-2005-06	participacion_inicial	SI	2469	1909	0.7731875253138922	560	RESPUESTA-VALIDA	1909
ENNVIH-1-2002_A_ENNVIH-2-2005-06	participacion_inicial	SI	2469	1909	0.7731875253138922	560	SIN-REGISTRO-SEGUIMIENTO	193
ENNVIH-1-2002_A_ENNVIH-2-2005-06	participacion_inicial	SI	2469	1909	0.7731875253138922	560	SIN-RESPUESTA-LIBRO-IIIB	242
ENNVIH-1-2002_A_ENNVIH-2-2005-06	sexo_inicial	HOMBRE	8799	6143	0.6981475167632686	2656	FUERA-HOGAR-SIN-LIBRO-IIIB	427
ENNVIH-1-2002_A_ENNVIH-2-2005-06	sexo_inicial	HOMBRE	8799	6143	0.6981475167632686	2656	MUERTE	206
ENNVIH-1-2002_A_ENNVIH-2-2005-06	sexo_inicial	HOMBRE	8799	6143	0.6981475167632686	2656	NO-RESPUESTA-ITEM	71
ENNVIH-1-2002_A_ENNVIH-2-2005-06	sexo_inicial	HOMBRE	8799	6143	0.6981475167632686	2656	RESPUESTA-VALIDA	6143
ENNVIH-1-2002_A_ENNVIH-2-2005-06	sexo_inicial	HOMBRE	8799	6143	0.6981475167632686	2656	SIN-REGISTRO-SEGUIMIENTO	675
ENNVIH-1-2002_A_ENNVIH-2-2005-06	sexo_inicial	HOMBRE	8799	6143	0.6981475167632686	2656	SIN-RESPUESTA-LIBRO-IIIB	1277
ENNVIH-1-2002_A_ENNVIH-2-2005-06	sexo_inicial	MUJER	11003	8762	0.7963282741070618	2241	FUERA-HOGAR-SIN-LIBRO-IIIB	338
ENNVIH-1-2002_A_ENNVIH-2-2005-06	sexo_inicial	MUJER	11003	8762	0.7963282741070618	2241	MUERTE	176
ENNVIH-1-2002_A_ENNVIH-2-2005-06	sexo_inicial	MUJER	11003	8762	0.7963282741070618	2241	NO-RESPUESTA-ITEM	59
ENNVIH-1-2002_A_ENNVIH-2-2005-06	sexo_inicial	MUJER	11003	8762	0.7963282741070618	2241	RESPUESTA-VALIDA	8762
ENNVIH-1-2002_A_ENNVIH-2-2005-06	sexo_inicial	MUJER	11003	8762	0.7963282741070618	2241	SIN-REGISTRO-SEGUIMIENTO	859
ENNVIH-1-2002_A_ENNVIH-2-2005-06	sexo_inicial	MUJER	11003	8762	0.7963282741070618	2241	SIN-RESPUESTA-LIBRO-IIIB	809
ENNVIH-2-2005-06_A_ENNVIH-3-2009-12	edad_inicial	15-29	7837	5491	0.7006507592190889	2346	FUERA-HOGAR-SIN-LIBRO-IIIB	558
ENNVIH-2-2005-06_A_ENNVIH-3-2009-12	edad_inicial	15-29	7837	5491	0.7006507592190889	2346	MUERTE	69
ENNVIH-2-2005-06_A_ENNVIH-3-2009-12	edad_inicial	15-29	7837	5491	0.7006507592190889	2346	NO-RESPUESTA-ITEM	322
ENNVIH-2-2005-06_A_ENNVIH-3-2009-12	edad_inicial	15-29	7837	5491	0.7006507592190889	2346	RESPUESTA-VALIDA	5491
ENNVIH-2-2005-06_A_ENNVIH-3-2009-12	edad_inicial	15-29	7837	5491	0.7006507592190889	2346	SIN-REGISTRO-SEGUIMIENTO	437
ENNVIH-2-2005-06_A_ENNVIH-3-2009-12	edad_inicial	15-29	7837	5491	0.7006507592190889	2346	SIN-RESPUESTA-LIBRO-IIIB	960
ENNVIH-2-2005-06_A_ENNVIH-3-2009-12	edad_inicial	30-49	7185	5779	0.8043145441892833	1406	FUERA-HOGAR-SIN-LIBRO-IIIB	163
ENNVIH-2-2005-06_A_ENNVIH-3-2009-12	edad_inicial	30-49	7185	5779	0.8043145441892833	1406	MUERTE	92
ENNVIH-2-2005-06_A_ENNVIH-3-2009-12	edad_inicial	30-49	7185	5779	0.8043145441892833	1406	NO-RESPUESTA-ITEM	225
ENNVIH-2-2005-06_A_ENNVIH-3-2009-12	edad_inicial	30-49	7185	5779	0.8043145441892833	1406	OTRO-ROSTER-SIN-LIBRO-IIIB	1
ENNVIH-2-2005-06_A_ENNVIH-3-2009-12	edad_inicial	30-49	7185	5779	0.8043145441892833	1406	RESPUESTA-VALIDA	5779
ENNVIH-2-2005-06_A_ENNVIH-3-2009-12	edad_inicial	30-49	7185	5779	0.8043145441892833	1406	SIN-REGISTRO-SEGUIMIENTO	422
ENNVIH-2-2005-06_A_ENNVIH-3-2009-12	edad_inicial	30-49	7185	5779	0.8043145441892833	1406	SIN-RESPUESTA-LIBRO-IIIB	503
ENNVIH-2-2005-06_A_ENNVIH-3-2009-12	edad_inicial	50-MAS	5434	4173	0.7679425837320574	1261	FUERA-HOGAR-SIN-LIBRO-IIIB	38
ENNVIH-2-2005-06_A_ENNVIH-3-2009-12	edad_inicial	50-MAS	5434	4173	0.7679425837320574	1261	MUERTE	431
ENNVIH-2-2005-06_A_ENNVIH-3-2009-12	edad_inicial	50-MAS	5434	4173	0.7679425837320574	1261	NO-RESPUESTA-ITEM	120
ENNVIH-2-2005-06_A_ENNVIH-3-2009-12	edad_inicial	50-MAS	5434	4173	0.7679425837320574	1261	RESPUESTA-VALIDA	4173
ENNVIH-2-2005-06_A_ENNVIH-3-2009-12	edad_inicial	50-MAS	5434	4173	0.7679425837320574	1261	SIN-REGISTRO-SEGUIMIENTO	331
ENNVIH-2-2005-06_A_ENNVIH-3-2009-12	edad_inicial	50-MAS	5434	4173	0.7679425837320574	1261	SIN-RESPUESTA-LIBRO-IIIB	341
ENNVIH-2-2005-06_A_ENNVIH-3-2009-12	edad_inicial	EDAD-FUERA-O-FALTANTE	1	0	0.0	1	SIN-REGISTRO-SEGUIMIENTO	1
ENNVIH-2-2005-06_A_ENNVIH-3-2009-12	participacion_inicial	NO	18952	14298	0.7544322498944702	4654	FUERA-HOGAR-SIN-LIBRO-IIIB	690
ENNVIH-2-2005-06_A_ENNVIH-3-2009-12	participacion_inicial	NO	18952	14298	0.7544322498944702	4654	MUERTE	575
ENNVIH-2-2005-06_A_ENNVIH-3-2009-12	participacion_inicial	NO	18952	14298	0.7544322498944702	4654	NO-RESPUESTA-ITEM	608
ENNVIH-2-2005-06_A_ENNVIH-3-2009-12	participacion_inicial	NO	18952	14298	0.7544322498944702	4654	OTRO-ROSTER-SIN-LIBRO-IIIB	1
ENNVIH-2-2005-06_A_ENNVIH-3-2009-12	participacion_inicial	NO	18952	14298	0.7544322498944702	4654	RESPUESTA-VALIDA	14298
ENNVIH-2-2005-06_A_ENNVIH-3-2009-12	participacion_inicial	NO	18952	14298	0.7544322498944702	4654	SIN-REGISTRO-SEGUIMIENTO	1095
ENNVIH-2-2005-06_A_ENNVIH-3-2009-12	participacion_inicial	NO	18952	14298	0.7544322498944702	4654	SIN-RESPUESTA-LIBRO-IIIB	1685
ENNVIH-2-2005-06_A_ENNVIH-3-2009-12	participacion_inicial	SI	1505	1145	0.760797342192691	360	FUERA-HOGAR-SIN-LIBRO-IIIB	69
ENNVIH-2-2005-06_A_ENNVIH-3-2009-12	participacion_inicial	SI	1505	1145	0.760797342192691	360	MUERTE	17
ENNVIH-2-2005-06_A_ENNVIH-3-2009-12	participacion_inicial	SI	1505	1145	0.760797342192691	360	NO-RESPUESTA-ITEM	59
ENNVIH-2-2005-06_A_ENNVIH-3-2009-12	participacion_inicial	SI	1505	1145	0.760797342192691	360	RESPUESTA-VALIDA	1145
ENNVIH-2-2005-06_A_ENNVIH-3-2009-12	participacion_inicial	SI	1505	1145	0.760797342192691	360	SIN-REGISTRO-SEGUIMIENTO	96
ENNVIH-2-2005-06_A_ENNVIH-3-2009-12	participacion_inicial	SI	1505	1145	0.760797342192691	360	SIN-RESPUESTA-LIBRO-IIIB	119
ENNVIH-2-2005-06_A_ENNVIH-3-2009-12	sexo_inicial	HOMBRE	8969	6280	0.7001895417549336	2689	FUERA-HOGAR-SIN-LIBRO-IIIB	361
ENNVIH-2-2005-06_A_ENNVIH-3-2009-12	sexo_inicial	HOMBRE	8969	6280	0.7001895417549336	2689	MUERTE	318
ENNVIH-2-2005-06_A_ENNVIH-3-2009-12	sexo_inicial	HOMBRE	8969	6280	0.7001895417549336	2689	NO-RESPUESTA-ITEM	374
ENNVIH-2-2005-06_A_ENNVIH-3-2009-12	sexo_inicial	HOMBRE	8969	6280	0.7001895417549336	2689	OTRO-ROSTER-SIN-LIBRO-IIIB	1
ENNVIH-2-2005-06_A_ENNVIH-3-2009-12	sexo_inicial	HOMBRE	8969	6280	0.7001895417549336	2689	RESPUESTA-VALIDA	6280
ENNVIH-2-2005-06_A_ENNVIH-3-2009-12	sexo_inicial	HOMBRE	8969	6280	0.7001895417549336	2689	SIN-REGISTRO-SEGUIMIENTO	525
ENNVIH-2-2005-06_A_ENNVIH-3-2009-12	sexo_inicial	HOMBRE	8969	6280	0.7001895417549336	2689	SIN-RESPUESTA-LIBRO-IIIB	1110
ENNVIH-2-2005-06_A_ENNVIH-3-2009-12	sexo_inicial	MUJER	11485	9162	0.7977361776229865	2323	FUERA-HOGAR-SIN-LIBRO-IIIB	398
ENNVIH-2-2005-06_A_ENNVIH-3-2009-12	sexo_inicial	MUJER	11485	9162	0.7977361776229865	2323	MUERTE	273
ENNVIH-2-2005-06_A_ENNVIH-3-2009-12	sexo_inicial	MUJER	11485	9162	0.7977361776229865	2323	NO-RESPUESTA-ITEM	293
ENNVIH-2-2005-06_A_ENNVIH-3-2009-12	sexo_inicial	MUJER	11485	9162	0.7977361776229865	2323	RESPUESTA-VALIDA	9162
ENNVIH-2-2005-06_A_ENNVIH-3-2009-12	sexo_inicial	MUJER	11485	9162	0.7977361776229865	2323	SIN-REGISTRO-SEGUIMIENTO	665
ENNVIH-2-2005-06_A_ENNVIH-3-2009-12	sexo_inicial	MUJER	11485	9162	0.7977361776229865	2323	SIN-RESPUESTA-LIBRO-IIIB	694
ENNVIH-2-2005-06_A_ENNVIH-3-2009-12	sexo_inicial	SEXO-OTRO-O-FALTANTE	3	1	0.3333333333333333	2	MUERTE	1
ENNVIH-2-2005-06_A_ENNVIH-3-2009-12	sexo_inicial	SEXO-OTRO-O-FALTANTE	3	1	0.3333333333333333	2	RESPUESTA-VALIDA	1
ENNVIH-2-2005-06_A_ENNVIH-3-2009-12	sexo_inicial	SEXO-OTRO-O-FALTANTE	3	1	0.3333333333333333	2	SIN-REGISTRO-SEGUIMIENTO	1
