raiz	ruta_rel	tamano_bytes	sha256
data_raw	banxico_encuesta_competencias_financieras_2024.xlsx	1210013	8745de04acee2137d4c130fa65e690d996f9b39fbc31315d238579b8352a5245
data_raw	base_datos_enadid23_csv.zip	44922433	995d448ab298251d441e437fc4a368f84879a8b74fa7bc103dc189434cbfaa18
data_raw	base_macu.xlsx	800145	1ca57de22a68ce9fb2348e51380134ab53cadd1ecc385ae3194d6c6a7186fd94
data_raw	bases_enif2012_dbf.zip	527249	7bafcf6fdd3747bf330099dd752f2010441e0cd18fe942c35b15249d98092e55
data_raw	bases_enif2012_sav.zip	1352284	9f1d6eb7301bc74b7e7094d4b4c59e23294c016dca52a734544cf68160a05750
data_raw	c_amp_v5.pdf	1074087	4de904621507815e5b7c5af6262fe3202f5df4a0f3c4985d738d9f971dd70491
data_raw	c_amp_v6a.pdf	610436	5e0cc786566fa6c891c53bb14f7e110ce205ff7da43c25a5f781d6b38218046c
data_raw	c_bas_v5.pdf	1057071	1ab575a4d098991cca2e5a5355b32eb1f91a24d7625ec1778164693532287a3f
data_raw	c_bas_v7.pdf	591203	7ee25f114a493cd4136bb086f7fa3a2f6db1fe7300dc5839ec2a7de9c3efa698
data_raw	c_sdem_v4.pdf	916902	0c918e799a8ed1d3764b1e0a390a868138228cbec82b5aa723f4b3a2e2f2d00f
data_raw	c_sdem_v5a.pdf	698586	e306c67a6551c08c3c4d65586a09cee1356e7017699c54deed6fdfe9c73708cf
data_raw	cero_desabasto_reportes_por_entidad_cuatrimestre.csv	17872	c28995eb9a1caec849d26e3a4dbf2dec07ef543bd976051d2a65852d11bf99b3
data_raw	cngmd_2023_m4.pdf	1939327	21b830b45b444a65eac2b30af2f4c5bff81f5bbbc6ea527d10b02ff0abf83be0
data_raw	cngmd_2023_m5.pdf	2643423	82bfaef6dd7986f2bbfea2d6175ebc35e951f016873a0860e28ac3ee5ef63be0
data_raw	cngmd_2023_m6.pdf	9251680	c57cb73d8d01bdf042c3dc4677ba64ccf8c44fdaf6e61ce363da9ba1a6d5a284
data_raw	cngmd_2023_m7.pdf	3334783	ad39d975e43265660ccbcc5ef250d436c0436dc3100981cc0d6a6941a1328635
data_raw	con_basedatos_proy2010.pdf	2517892	6e70a3a910d3c6b2885ef4c72a9dbab0a50b974d403f10ef34eac437372877f5
data_raw	conjunto_de_datos_enoe_2018_4t_csv.zip	41902692	33863942d1b4b3bcf27007a9621f48647eb69f611d759cb128c651a7892e1531
data_raw	conjunto_de_datos_enoe_2019_1t_csv.zip	44252554	fffc14c0b6e7f1e3ea33ce587dad4716820313fc6de9c5c34542c6495175ed4b
data_raw	conjunto_de_datos_enoe_2019_2t_csv.zip	44295173	939eea79c9b1f6777af991af0f1966e63ce642976abb0cd5886eb396f3ad903e
data_raw	conjunto_de_datos_enoe_2019_3t_csv.zip	44134773	3dee3611fa30f76e557afd819a60c6e0bc5bc156006053ebb0a688451b9037cc
data_raw	conjunto_de_datos_enoe_2019_4t_csv.zip	39117268	5cdbc8ac79f8366f59f7062ec83bf72cc5140c00b53f4d4cc8f5afe2e07c5efe
data_raw	conjunto_de_datos_enoe_2020_1t_csv.zip	43904494	df69c6653909cdd98c501b176dc9b2eb7cc2e0498e238f289a41b6803f7f457f
data_raw	conjunto_de_datos_enoe_2023_1t_csv.zip	41532376	138e737d3644512d21c4704be32ab31fcd6c5f64c0a0fb30a96df12c9c305773
data_raw	conjunto_de_datos_enoe_2023_2t_csv.zip	42728491	b5efd0e94be25a9aaad852e652e4653bd2eaafef4df92e3fd206d5f3e0046b10
data_raw	conjunto_de_datos_enoe_2023_3t_csv.zip	44005595	e40824bfcb0b6a99b23dd33171e472406258dfdcfc2bbd0f614e7f2e66a165a6
data_raw	conjunto_de_datos_enoe_2023_4t_csv.zip	43788274	add63ea0f5ae2649bfc726b7bc0040304674bab11e31ef6e3c26af6274d0bfa5
data_raw	conjunto_de_datos_enoe_2024_1t_csv.zip	55944351	0beed808bf4f1457d6ec13600a8bdd3ca8db7e7276ab14675a44e74e6a33592c
data_raw	conjunto_de_datos_enoe_2024_2t_csv.zip	41777459	19a0a9f0e30bd699c2b538f1af52654c0aef09b640e0e3b1081a9369ad363647
data_raw	conjunto_de_datos_enoe_2024_3t_csv.zip	53958272	f384a1b8872e051856ed2241289400302b13a8701489b1c596390452c183cd01
data_raw	conjunto_de_datos_enoe_2024_4t_csv.zip	54101479	bb6d958c9bca11672d367d2c051cd08bf1654c471c2f32c8e21992c126a3b426
data_raw	conjunto_de_datos_enoe_2025_1t_csv.zip	61038674	3931e7c9242147da6ebf9badb1e2b9a59d43d95a9811e077232be406c4ce6691
data_raw	conjunto_de_datos_enoe_2025_2t_csv.zip	53803168	9530a017e3defb0658418b73a47a6039eeb54abf11342fa10693374736515127
data_raw	conjunto_de_datos_enoe_2025_3t_csv.zip	46026887	7138b2bfabc740a9805b83b3fd0dae28287fc2aab3781a596a741b8fc7861566
data_raw	conjunto_de_datos_enoe_2025_4t_csv.zip	54060030	e4d4284cc9924a40c39544a5530715f320a5627cd81997214c0430827616d9d6
data_raw	conjunto_de_datos_enoe_2026_1t_csv.zip	42978855	429c288af46e408de743e5dfb92750f668df7e42789be5824f7cdf1c5ff56580
data_raw	conjunto_de_datos_enoen_2020_3t_csv.zip	34070549	e07984bfc96bd75a1eeed09c122a636ea7a1d7300b44d88577116a781a49068a
data_raw	conjunto_de_datos_enoen_2020_4t_csv.zip	42038767	c80d258fcd8a0975be4dcb49b0c4162ba46c1caa9a1f2af158b08a9195c62962
data_raw	conjunto_de_datos_enoen_2021_1t_csv.zip	45815136	b92ab5c27ccaf4cc15dd76f715f1022c44af0b844d2fb4ebf3d1ec5bb1a16461
data_raw	conjunto_de_datos_enoen_2021_2t_csv.zip	33876717	b047edf42e703cce20106ad53f27edc97c2b6bda6e3928d9ed905f41072e208c
data_raw	conjunto_de_datos_enoen_2021_3t_csv.zip	51070919	909a2d027a9688710c41710903d0835def5fe01a122dde7f5adb36a50320dc84
data_raw	conjunto_de_datos_enoen_2021_4t_csv.zip	43112416	74c6173ee16c14b5d23e0546041642e4eb766417921d844f84b26977a4e5859e
data_raw	conjunto_de_datos_enoen_2022_1t_csv.zip	44630600	7b91b51494239d5c0458fada84872e1745e4115c8e924be7511fc5a0d1c48ca9
data_raw	conjunto_de_datos_enoen_2022_2t_csv.zip	41272360	454154e53a5fc3d42842bac54d53b463cf898674460ff6162364f86cb6c7b287
data_raw	conjunto_de_datos_enoen_2022_3t_csv.zip	40289417	61d09993bd4daf894236c5618779c93ec8d77c08e38ced59aa049c6c3b1bb7ab
data_raw	conjunto_de_datos_enoen_2022_4t_csv.zip	40388980	e0d897b28539b79c00e2a9e32df5d7045cf5dcbeda08afde2fbae5b0c819a937
data_raw	cses5_Questionnaire.txt	117737	d4deba9a038639871db1625158ef437fe476a3f8b2a0edc5a8041347528abc6c
data_raw	cses5_codebook.zip	593754	a012fd2d683603e77cb80abc82dbc076b29299359ea8ead561464fe271c24b57
data_raw	cses5_csv.zip	16604927	4e8bc74a9e62ec405f172346a1cfe28fecd66934d0176ea4a0493c3807fd7e13
data_raw	cuest_modulo_envipe2018.pdf	1427717	547115b60aeaf6b52deb1bc51cd3d04bc451f7485c07466396a8f5c0c96ff5d4
data_raw	cuest_modulo_envipe2019.pdf	936504	95f78fc6f788dfe01abc34d7af7ff06446dd00e5a6c0fd62c63d0c942cf3fb42
data_raw	cuest_modulo_envipe2020.pdf	904277	c2453c14a5ae81a2fb96c4c979df334d3360595230484cf469192a8fa78545ef
data_raw	cuest_modulo_envipe2021.pdf	911976	390ef00ec15cabb9dcdf86d9fa79e108cea4ef1a2e8fdfcf4f4c409794636e0c
data_raw	cuest_modulo_envipe2022.pdf	948921	ff0d161dccc342716ee85a1b7ffa395e811ca400bbe2cfb72c005191bf8e041e
data_raw	cuest_modulo_envipe2023.pdf	947099	98d3c632cc038c4a9a1ff129efb63f6d1ac786f46e4886aaaf5aff92b4cdf5b4
data_raw	cuest_modulo_envipe2024.pdf	933605	7628127d5e9bd4424737f7a8cb60bbded28e21c2242d1f412c86367e03836e28
data_raw	cuest_modulo_envipe2025.pdf	930409	21df38610b21c481382dfb05cf8061e87216d97557c665b2e6e50aacaa216d27
data_raw	cuest_principal_envipe2018.pdf	1601730	904549846a81dd605e60c5ec99dd42bdf2308b325ba4eb30a94bf06a9a9b3fb7
data_raw	cuest_principal_envipe2019.pdf	1132943	12abd4afc9e3f8df87a4011671aa25c0650c84923cc5733a9df9236489239938
data_raw	cuest_principal_envipe2020.pdf	1093270	f91885ce93df070f928f40c06b8d6a5580c82eec05b026688c6d4e5548969d1b
data_raw	cuest_principal_envipe2021.pdf	1121593	7de26a9906a66519210c7082a737fce30ef56b5b482629e8a725e9699a256fa9
data_raw	cuest_principal_envipe2022.pdf	1263461	5028852294be700e614ed1de57e4511ca6a1bdbb1ea8882e09421889b0bd608c
data_raw	cuest_principal_envipe2023.pdf	1257728	976dee498f909e1c6e2d764359822749adf94cc3d909bbfa5ade509cfe863b62
data_raw	cuest_principal_envipe2024.pdf	1308710	39a0d899fdef7fb6a5ffce617ed59754055e6cfa2250c23d73b830d41975694f
data_raw	cuest_principal_envipe2025.pdf	1264383	a3e08bd496cefd75b17265828a4a9edade0ddbac467a4d71363488d13a8f7228
data_raw	ddi-documentation-english_microdata-2028.pdf	112408	468f7bc6cd5864bdb082f3e4d0327614ca214592f3bda3dfe4143e5789fedb79
data_raw	ddi-documentation-english_microdata-6453.pdf	958503	069fe4981e1e5d3b2d765009462fc51d24892d6593724f46a8985561b69ae603
data_raw	diccionario_cuestionario_ampliado_cpv2020.xlsx	95642	e728cdac1872be856ba15c2902a77fb6c03e60c2d98619b7ae8988cc82afb6dc
data_raw	do_workers_value_formal_jobs_mexico_20260316.pdf	899285	8a71718fc15bcb3c77845ee3a926238f1028bc5a5f146fb6cc752b77cc5121b3
data_raw	do_workers_value_formal_jobs_mexico_eea2026_slides.pdf	1612137	6e49c00fde5fbc1b431e9c4992d9728dd5a00e4985170417d72e399b9b58b275
data_raw	ec_cngmd2023.xlsx	536309	dea8dff3996f8f2e5c5b3405abe0babeceb0b5fd0117a10887a68668c1c993e6
data_raw	ejemplobd_enestyc_1992_dbf.zip	9390	5cb644cabc2fecf0d085175a1f18f17ae79646ae72cc29e9ee3b293dfd0c088c
data_raw	ejemplobd_enestyc_1992_stata.zip	7337	852ef3ee45c58f80c5a3dc30b896cea9585768efab6df3c31ee741e53ca9789f
data_raw	ejemplobd_enestyc_1992_xlsx.zip	29014	0b421bf4618402ea6f06f84d949e0401ddee796e56df304e9013884eecc8dd3e
data_raw	ejemplobd_enestyc_1995_dbf.zip	5405	94b8a908a9ca1a7db211a216f65df1a612973917f8c98389de7a3252c62d6bf2
data_raw	ejemplobd_enestyc_1995_stata.zip	4371	d2e13fc5d99fefbbfccb568c18c2d9a7cc6d981d5969ffcec036893cb357b66e
data_raw	ejemplobd_enestyc_1995_xlsx.zip	24199	66fa0e336729cfba6e3a4decdf013366c1db77c46f160982d30326a34c01ed5d
data_raw	ejemplobd_enestyc_1999_dbf.zip	7895	8fc3ee404b7ba361367aef72a75701466235724344021f431b7b7e6375a1c57e
data_raw	ejemplobd_enestyc_1999_stata.zip	6033	f19c9021c587f4f6403b71d8b0b177b270afc0e65c3065e87fbefddab39f4cea
data_raw	ejemplobd_enestyc_1999_xlsx.zip	22096	6e4f8130902dc6cd669e42cbb934dafac6704d6298641f2a35f2709340eb863d
data_raw	ejemplobd_enestyc_2001_dbf.zip	7648	5ebafbc4b51967db3165f932c37165f78d28ab703064f7db1a63cddbdb718169
data_raw	ejemplobd_enestyc_2001_stata.zip	5781	817ccfc2d48d7b55c0b0021d9d6bd94dfd36c0e27696cd63d866ff33effdedb6
data_raw	ejemplobd_enestyc_2001_xlsx.zip	21896	ce851437457f03ec9b56bdb90377791aec0303ce47f5bb6338712d18102c498d
data_raw	ejemplobd_enestyc_2005_dbf.zip	16512	8415df5113376e2c181152c3b78b77877d135599f7fea0306658b79f76e6dd3c
data_raw	ejemplobd_enestyc_2005_stata.zip	12439	b7407ec98b833d2d1bd4d671464d7a287ec1d477b9061191fa2e06852f5bde8a
data_raw	ejemplobd_enestyc_2005_xlsx.zip	63561	2e134ecc658733583be3b7290fbe4a6fa532a517c7980c89f2139f0794f3f7a0
data_raw	encig15_cuestionario.pdf	1703035	9a174ca282cd2eb472b6b19354b0267f0eef88cad10e6a3a3a3c6b485db4c0ec
data_raw	encig15_estructura_base_datos.pdf	4340061	1bcf65db52e8fb3b1ecd4806bd53fcde0cfa4ba0ed4a1e57abac27d5890382f4
data_raw	encig17_cuestionario.pdf	1151457	7a3e907097323dc3fe2850be0a7bea8aba836df0ab68deb78bffd56d2c2aae32
data_raw	encig17_estructura_base_datos.pdf	2116934	89b967f4f59cce087b6c69da2d532f49b7b8180380c3afb1302dabba804e7210
data_raw	encig19_cuestionario.pdf	1744074	8ff04e1c60399633504b83a907af3b1bcf027e80dafca23e574d219920d868be
data_raw	encig19_estructura_base_datos.pdf	1634670	1713d8536a0ac7473fd0f760dcd965e8e35bd0d1ff09eb63cd92a19c1258af13
data_raw	encig2015_csv.zip	13152080	656b258288ab67a378af3ea358bb2b8325251247e30cf82123d851c726203a0e
data_raw	encig2017_csv.zip	35027186	fdc7f1c761bf871872bd04080d59c2b58f38f78d6e6384b4a7df82e909d33465
data_raw	encig2019_csv.zip	32632044	61f49f6149729a7f22c4a64310dd894ec645ebe8b40110cac3fb32125a6ed979
data_raw	encig2021_csv.zip	27752363	c92ea34c7c57237c49ca3d8d99382e340b5939c371ce820332876f7c4c62c56a
data_raw	encig2023_datosabiertos_csv.zip	26171769	4e3839cd90613fa7dd0f9a123d7636f017a2b8d08a98377a7a04459032bc2611
data_raw	encig21_cuestionario.pdf	1918370	9ee829815e8dca5ebe562b26afb006dcec475840bf27a206a0b838534041e45a
data_raw	encig21_estructura_base_datos.pdf	2612238	365c031bf48af4c6d65a8e5422c6cf0362500efd37cd0e924e3c1fe38b965dd2
data_raw	encig23_base_datos_csv.zip	38309647	af733d867a568cbb0dadef4a5a793b02488a71728d1157860f14501f3d4c393d
data_raw	encig23_cuestionario.pdf	2015393	65000ad38419da504e46b34a0a2426f218d1ba6e604ad37a14762bbd07881e1e
data_raw	encig23_estructura_base_datos.pdf	3100802	eb89820cd58af0d8799387a376b9e60b062ed59daea74cdbea7ff3b4ee13a906
data_raw	encig25_base_datos_csv.zip	37624925	47daf2f732366ad842b7f60c784be9d61db68a00ae1a693980ec6a683e0d9e12
data_raw	encig25_estructura_base_datos.pdf	14820825	09e1b19bcb165979406865360bfdec95a9767640c58565b64d405ceb04e623a2
data_raw	encup_2001_cuestionario_pdf.pdf	147691	bb33eeddc30bc8acfea43400c34b9d0e53ad3bb9d6c63d92fbc9f16c835f98cf
data_raw	encup_2003_cuestionario_pdf.pdf	233736	acae1fe19bad780c6d9d7feda9a1739263a28118956011417cc357200270f24c
data_raw	encup_2005_cuestionario_pdf.pdf	116061	c6f4a3c77002949fcda99be40f3342f27241916b60e1fd63d3a8a5e3dbb57562
data_raw	encup_2008_cuestionario_pdf.pdf	396678	df4337c8e95a3764b8c0c03a0c7dd6b91d97c30910a1042ec23a01749d3a5cbd
data_raw	encup_2012_base_datos_xlsx.xlsx	4814178	50341d97a3e305e6ed3348757632e5b23ab2e87b2052304961905619d85612e4
data_raw	encup_2012_cuestionario_pdf.pdf	1026475	33be2b2192530dee6d916cb7dc517483d608e47b73f097ffe68899dcdd96e7c6
data_raw	enif2018_csv.zip	4450312	51f33ec74ccd596dc74b695587310d02e651923467255520aadc4d9fe13461d5
data_raw	enif2021_csv.zip	2511357	0f314fa3733b4b5519486ed4015fca1c9e0864840bcd5944aa7de27796fe5cd9
data_raw	enif2024_csv.zip	3086077	a3507b4038888247f565f1640a718ef552bb8fc363378e3372a5bf2796bb2e4c
data_raw	enif_2012_cuestionario.pdf	855195	b7fc1f4a2363a609b414310ab6b061115332d91b832a08c7c779b0db0cea1380
data_raw	enif_2015_bd_dbf.zip	1312686	284e8a0c57f92256efc9743785c756986fb118fff424061bdb991f28779ce5fd
data_raw	enif_2015_bd_sav.zip	2060313	e785205ca9aace206d57e78350e2e3ba4b1b1827d6791d11e2716f5063ca6859
data_raw	enif_2015_cuestionario.pdf	676127	10688412391ecd5e80adc6ceec49e25d8ec0673c9b08d41fd0b08f580afb19a6
data_raw	enif_2015_fd.xlsx	219503	8233cf53f59049660aa894d6a0bb93412f5a484fa96ede80c8f018ed3a250cc5
data_raw	enif_2015_modelo_datos.pdf	981987	ad534b036e7365324d92274d066eafbe179d49671fca9d3c3c2bbe05ccd8ac2b
data_raw	enif_2018_bd_dbf.zip	1243434	7addedd5ab0f62ecca59aa3de5e92b622de530cdeae323df41d53902aedb9511
data_raw	enif_2018_cuestionario.pdf	1688866	cda9a0283a39514e404c53aacb1d0200b68b38f29d8e06b4cd2386a4b8b558e9
data_raw	enif_2018_fd.xlsx	246905	dd8d5c92a7a031505d95da3ee6f00b670f90d5fd5cbd94c744393ffe81b4f6d7
data_raw	enif_2021_bd_csv.zip	1981657	769c3828ce11338379bdeb8f54b1a5b0f98d3e7b6a8cd4941815ca6d6e905e39
