id	raiz	archivo	tamano_bytes	clase_P4	motivo	url_origen
enigh2022_nc_csv	data_raw	enigh2022_nc_csv.zip	90030937	DESCARGABLE	la ruta termina en extensión de archivo (.zip)	https://www.inegi.org.mx/contenidos/programas/enigh/nc/2022/datosabiertos/conjunto_de_datos_enigh_ns_2022_csv.zip
enigh2022_descripcion_base_pdf	data_raw	enigh2022_descripcion_base_pdf.pdf	2906552	DESCARGABLE	la ruta termina en extensión de archivo (.pdf)	https://www.inegi.org.mx/contenidos/productos/prod_serv/contenidos/espanol/bvinegi/productos/nueva_estruc/889463910626.pdf
enigh2022_nota_tecnica_pdf	data_raw	enigh2022_nota_tecnica_pdf.pdf	1643661	DESCARGABLE	la ruta termina en extensión de archivo (.pdf)	https://www.inegi.org.mx/contenidos/programas/enigh/nc/2022/doc/enigh2022_ns_nota_tecnica.pdf
ennvih1_2002_hogar_dta	data_raw	ennvih/ehh02dta_all.zip	17534918	LICENCIA-O-GESTION	señal «registro de usuario» en licencia/nota/descargado_por	https://www.ennvih-mxfls.org/assets/ehh02dta_all.zip
ennvih1_2002_hogar_cb	data_raw	ennvih/ehh02cb_all.zip	2195863	LICENCIA-O-GESTION	señal «registro de usuario» en licencia/nota/descargado_por	https://www.ennvih-mxfls.org/assets/ehh02cb_all.zip
ennvih1_2002_hogar_q	data_raw	ennvih/ehh02q_all.zip	3750632	LICENCIA-O-GESTION	señal «registro de usuario» en licencia/nota/descargado_por	https://www.ennvih-mxfls.org/assets/ehh02q_all.zip
ennvih1_2002_ponderador	data_raw	ennvih/ehh02w_all.zip	755310	LICENCIA-O-GESTION	señal «registro de usuario» en licencia/nota/descargado_por	https://www.ennvih-mxfls.org/assets/ehh02w_all.zip
ennvih1_2002_local_dta	data_raw	ennvih/eloc02dta_all.zip	1591239	LICENCIA-O-GESTION	señal «registro de usuario» en licencia/nota/descargado_por	https://www.ennvih-mxfls.org/assets/eloc02dta_all.zip
ennvih1_2002_local_cb	data_raw	ennvih/eloc02cb_all.zip	901067	LICENCIA-O-GESTION	señal «registro de usuario» en licencia/nota/descargado_por	https://www.ennvih-mxfls.org/assets/eloc02cb_all.zip
ennvih1_2002_local_q	data_raw	ennvih/eloc02q_all.zip	5995112	LICENCIA-O-GESTION	señal «registro de usuario» en licencia/nota/descargado_por	https://www.ennvih-mxfls.org/assets/eloc02q_all.zip
ennvih1_2002_guia	data_raw	ennvih/guiausuariov1.pdf	483275	LICENCIA-O-GESTION	señal «registro de usuario» en licencia/nota/descargado_por	https://www.ennvih-mxfls.org/assets/guiausuariov1.pdf
ennvih2_2005_hogar_dta	data_raw	ennvih/ehh05dta_all.zip	20198874	LICENCIA-O-GESTION	señal «registro de usuario» en licencia/nota/descargado_por	https://www.ennvih-mxfls.org/assets/ehh05dta_all.zip
ennvih2_2005_hogar_cb	data_raw	ennvih/ehh05cb_all.zip	1184711	LICENCIA-O-GESTION	señal «registro de usuario» en licencia/nota/descargado_por	https://www.ennvih-mxfls.org/assets/ehh05cb_all.zip
ennvih2_2005_hogar_q	data_raw	ennvih/ehh05q_all.zip	2913036	LICENCIA-O-GESTION	señal «registro de usuario» en licencia/nota/descargado_por	https://www.ennvih-mxfls.org/assets/ehh05q_all.zip
ennvih2_2005_ponderador_transversal	data_raw	ennvih/ehh05w_all.zip	759009	LICENCIA-O-GESTION	señal «registro de usuario» en licencia/nota/descargado_por	https://www.ennvih-mxfls.org/assets/ehh05w_all.zip
ennvih2_2005_ponderador_longitudinal	data_raw	ennvih/ehh05lw_all.zip	698559	LICENCIA-O-GESTION	señal «registro de usuario» en licencia/nota/descargado_por	https://www.ennvih-mxfls.org/assets/ehh05lw_all.zip
ennvih2_2005_local_dta	data_raw	ennvih/eloc05dta_all.zip	417340	LICENCIA-O-GESTION	señal «registro de usuario» en licencia/nota/descargado_por	https://www.ennvih-mxfls.org/assets/eloc05dta_all.zip
ennvih2_2005_local_cb	data_raw	ennvih/eloc05cb_all.zip	166796	LICENCIA-O-GESTION	señal «registro de usuario» en licencia/nota/descargado_por	https://www.ennvih-mxfls.org/assets/eloc05cb_all.zip
ennvih2_2005_local_q	data_raw	ennvih/eloc05q_all.zip	642097	LICENCIA-O-GESTION	señal «registro de usuario» en licencia/nota/descargado_por	https://www.ennvih-mxfls.org/assets/eloc05q_all.zip
ennvih2_2005_guia	data_raw	ennvih/guiausuariov2.pdf	307528	LICENCIA-O-GESTION	señal «registro de usuario» en licencia/nota/descargado_por	https://www.ennvih-mxfls.org/assets/guiausuariov2.pdf
ennvih3_2009_hogar_dta	data_raw	ennvih/ehh09dta_all.zip	26376091	LICENCIA-O-GESTION	señal «registro de usuario» en licencia/nota/descargado_por	https://www.ennvih-mxfls.org/assets/ehh09dta_all.zip
ennvih3_2009_hogar_cb	data_raw	ennvih/ehh09cb_all.zip	10077598	LICENCIA-O-GESTION	señal «registro de usuario» en licencia/nota/descargado_por	https://www.ennvih-mxfls.org/assets/ehh09cb_all.zip
ennvih3_2009_hogar_q	data_raw	ennvih/ehh09q_all.zip	6156032	LICENCIA-O-GESTION	señal «registro de usuario» en licencia/nota/descargado_por	https://www.ennvih-mxfls.org/assets/ehh09q_all.zip
ennvih3_2009_ponderador_transversal	data_raw	ennvih/ehh09w_all.zip	876722	LICENCIA-O-GESTION	señal «registro de usuario» en licencia/nota/descargado_por	https://www.ennvih-mxfls.org/assets/ehh09w_all.zip
ennvih3_2009_ponderador_longitudinal	data_raw	ennvih/ehh09lw_all.zip	655349	LICENCIA-O-GESTION	señal «registro de usuario» en licencia/nota/descargado_por	https://www.ennvih-mxfls.org/assets/ehh09lw_all.zip
ennvih3_2009_local_dta	data_raw	ennvih/eloc09dta_all.zip	423878	LICENCIA-O-GESTION	señal «registro de usuario» en licencia/nota/descargado_por	https://www.ennvih-mxfls.org/assets/eloc09dta_all.zip
ennvih3_2009_local_cb	data_raw	ennvih/eloc09cb_all.zip	1796199	LICENCIA-O-GESTION	señal «registro de usuario» en licencia/nota/descargado_por	https://www.ennvih-mxfls.org/assets/eloc09cb_all.zip
ennvih3_2009_local_q	data_raw	ennvih/eloc09q_all.zip	2618552	LICENCIA-O-GESTION	señal «registro de usuario» en licencia/nota/descargado_por	https://www.ennvih-mxfls.org/assets/eloc09q_all.zip
ennvih3_2009_guia	data_raw	ennvih/guia_de_usuario_ennvih-3.pdf	774086	LICENCIA-O-GESTION	señal «registro de usuario» en licencia/nota/descargado_por	https://www.ennvih-mxfls.org/assets/guia_de_usuario_ennvih-3.pdf
ennvih3_2009_factores_exp	data_raw	ennvih/calculo-de-factores-de-expansion.pdf	337947	LICENCIA-O-GESTION	señal «registro de usuario» en licencia/nota/descargado_por	https://www.ennvih-mxfls.org/assets/calculo-de-factores-de-expansion.pdf
encuci2020_bd_dbf	data_raw	BD_ENCUCI2020_dbf.zip	6913684	URL-NO-DESCARGABLE	la ruta no termina en extensión de archivo (catálogo o buscador): /programas/encuci/2020/	https://www.inegi.org.mx/programas/encuci/2020/
encuci2020_fd_pdf	data_raw	FD_ENCUCI2020.pdf	1758249	URL-NO-DESCARGABLE	la ruta no termina en extensión de archivo (catálogo o buscador): /programas/encuci/2020/	https://www.inegi.org.mx/programas/encuci/2020/
descargamasiva_3072026_105543	descargas_mx	DescargaMasiva_3072026_105543.zip	602155	URL-NO-DESCARGABLE	url_origen no es una URL sola: contiene espacios o prosa -- valor crudo: 'no determinada (generado por el portal /programas/enut/2024/ al solicitar "Descarga masiva" desde el navegador -- mismo patrón que descargamasiva_382026_131650_xml)'	no determinada (generado por el portal /programas/enut/2024/ al solicitar "Descarga masiva" desde el navegador -- mismo patrón que descargamasiva_382026_131650_xml)
descargamasiva_3072026_10560	descargas_mx	DescargaMasiva_3072026_10560.zip	602154	URL-NO-DESCARGABLE	url_origen no es una URL sola: contiene espacios o prosa -- valor crudo: 'no determinada (generado por el portal /programas/enut/2019/ al solicitar "Descarga masiva" desde el navegador)'	no determinada (generado por el portal /programas/enut/2019/ al solicitar "Descarga masiva" desde el navegador)
descargamasiva_3072026_105617	descargas_mx	DescargaMasiva_3072026_105617.zip	602150	URL-NO-DESCARGABLE	url_origen no es una URL sola: contiene espacios o prosa -- valor crudo: 'no determinada (generado por el portal /programas/enut/2009/ al solicitar "Descarga masiva" desde el navegador)'	no determinada (generado por el portal /programas/enut/2009/ al solicitar "Descarga masiva" desde el navegador)
descargamasiva_3072026_105625	descargas_mx	DescargaMasiva_3072026_105625.zip	602154	URL-NO-DESCARGABLE	url_origen no es una URL sola: contiene espacios o prosa -- valor crudo: 'no determinada (generado por el portal /programas/enut/2002/ al solicitar "Descarga masiva" desde el navegador)'	no determinada (generado por el portal /programas/enut/2002/ al solicitar "Descarga masiva" desde el navegador)
descargamasiva_3072026_10567	descargas_mx	DescargaMasiva_3072026_10567.zip	602152	URL-NO-DESCARGABLE	url_origen no es una URL sola: contiene espacios o prosa -- valor crudo: 'no determinada (generado por el portal /programas/enut/2014/ al solicitar "Descarga masiva" desde el navegador)'	no determinada (generado por el portal /programas/enut/2014/ al solicitar "Descarga masiva" desde el navegador)
1_vfinal_cuestionario_hogar_ensanut_2024_etiquetas_cuestionarios	descargas_mx	1 VFINAL Cuestionario Hogar ENSANUT 2024_ETIQUETAS.Cuestionarios.pdf	662210	URL-NO-DESCARGABLE	la ruta apunta a un servlet (.php), no a un archivo: /encuestas/ensanutcontinua2024/descargas.php	https://ensanut.insp.mx/encuestas/ensanutcontinua2024/descargas.php
2_vfinal_cuestionario_nios_0_a_9_ensanut_2024_etiquetas_cuestionarios	descargas_mx	2 VFINAL Cuestionario nios 0 a 9 ENSANUT 2024_ETIQUETAS.Cuestionarios.pdf	518103	URL-NO-DESCARGABLE	la ruta apunta a un servlet (.php), no a un archivo: /encuestas/ensanutcontinua2024/descargas.php	https://ensanut.insp.mx/encuestas/ensanutcontinua2024/descargas.php
3_vfinal_cuestionario_adolescentes_ensanut_2024_etiquetas_cuestionarios	descargas_mx	3 VFINAL Cuestionario adolescentes ENSANUT 2024_ETIQUETAS.Cuestionarios.pdf	479013	URL-NO-DESCARGABLE	la ruta apunta a un servlet (.php), no a un archivo: /encuestas/ensanutcontinua2024/descargas.php	https://ensanut.insp.mx/encuestas/ensanutcontinua2024/descargas.php
4_vfinal_cuestionario_adultos_ensanut_2024_etiquetas_cuestionarios	descargas_mx	4 VFINAL Cuestionario adultos ENSANUT 2024_ETIQUETAS.Cuestionarios.pdf	795644	URL-NO-DESCARGABLE	la ruta apunta a un servlet (.php), no a un archivo: /encuestas/ensanutcontinua2024/descargas.php	https://ensanut.insp.mx/encuestas/ensanutcontinua2024/descargas.php
5_vfinal_cuestionario_utilizadores_ensanut_2024_etiquetas_cuestionarios	descargas_mx	5 VFINAL Cuestionario utilizadores ENSANUT 2024_ETIQUETAS.Cuestionarios.pdf	267996	URL-NO-DESCARGABLE	la ruta apunta a un servlet (.php), no a un archivo: /encuestas/ensanutcontinua2024/descargas.php	https://ensanut.insp.mx/encuestas/ensanutcontinua2024/descargas.php
indice_de_bienestar_cuestionarios	descargas_mx	Indice de Bienestar.Cuestionarios.docx	13255	URL-NO-DESCARGABLE	la ruta apunta a un servlet (.php), no a un archivo: /encuestas/ensanutcontinua2024/descargas.php	https://ensanut.insp.mx/encuestas/ensanutcontinua2024/descargas.php
nse_hogar_ensanut_2024_catlogo	descargas_mx	NSE_Hogar_ENSANUT_2024.Catlogo.xlsx	137855	URL-NO-DESCARGABLE	la ruta apunta a un servlet (.php), no a un archivo: /encuestas/ensanutcontinua2024/descargas.php	https://ensanut.insp.mx/encuestas/ensanutcontinua2024/descargas.php
nse_hogar_ensanut_2024_csv_csv	descargas_mx	NSE_Hogar_ENSANUT_2024.csv.csv.zip	83570	URL-NO-DESCARGABLE	la ruta apunta a un servlet (.php), no a un archivo: /encuestas/ensanutcontinua2024/descargas.php	https://ensanut.insp.mx/encuestas/ensanutcontinua2024/descargas.php
nse_integrantes_ensanut_2024_catlogo	descargas_mx	NSE_Integrantes_ENSANUT_2024.Catlogo.xlsx	138387	URL-NO-DESCARGABLE	la ruta apunta a un servlet (.php), no a un archivo: /encuestas/ensanutcontinua2024/descargas.php	https://ensanut.insp.mx/encuestas/ensanutcontinua2024/descargas.php
nse_integrantes_ensanut_2024_csv_csv	descargas_mx	NSE_Integrantes_ENSANUT_2024.csv.csv.zip	256745	URL-NO-DESCARGABLE	la ruta apunta a un servlet (.php), no a un archivo: /encuestas/ensanutcontinua2024/descargas.php	https://ensanut.insp.mx/encuestas/ensanutcontinua2024/descargas.php
adolescentes_ensanut2024_w_csv_csv	descargas_mx	adolescentes_ensanut2024_w.csv.csv.zip	416868	URL-NO-DESCARGABLE	la ruta apunta a un servlet (.php), no a un archivo: /encuestas/ensanutcontinua2024/descargas.php	https://ensanut.insp.mx/encuestas/ensanutcontinua2024/descargas.php
adolescentes_ensanut2024_w_stata_stata	descargas_mx	adolescentes_ensanut2024_w.stata.stata.zip	798929	URL-NO-DESCARGABLE	la ruta apunta a un servlet (.php), no a un archivo: /encuestas/ensanutcontinua2024/descargas.php	https://ensanut.insp.mx/encuestas/ensanutcontinua2024/descargas.php
adultos_ensanut2024_w_catlogo_csv_csv	descargas_mx	adultos_ensanut2024_w.Catlogo.csv.csv.zip	234627	URL-NO-DESCARGABLE	la ruta apunta a un servlet (.php), no a un archivo: /encuestas/ensanutcontinua2024/descargas.php	https://ensanut.insp.mx/encuestas/ensanutcontinua2024/descargas.php
adultos_ensanut2024_w_catlogo	descargas_mx	adultos_ensanut2024_w.Catlogo.xlsx	247551	URL-NO-DESCARGABLE	la ruta apunta a un servlet (.php), no a un archivo: /encuestas/ensanutcontinua2024/descargas.php	https://ensanut.insp.mx/encuestas/ensanutcontinua2024/descargas.php
hogar_ensanut2024_w_icb_catlogo	descargas_mx	hogar_ensanut2024_w_ICB.Catlogo.xlsx	162227	URL-NO-DESCARGABLE	la ruta apunta a un servlet (.php), no a un archivo: /encuestas/ensanutcontinua2024/descargas.php	https://ensanut.insp.mx/encuestas/ensanutcontinua2024/descargas.php
hogar_ensanut2024_w_icb_csv_csv	descargas_mx	hogar_ensanut2024_w_ICB.csv.csv.zip	996094	URL-NO-DESCARGABLE	la ruta apunta a un servlet (.php), no a un archivo: /encuestas/ensanutcontinua2024/descargas.php	https://ensanut.insp.mx/encuestas/ensanutcontinua2024/descargas.php
integrantes_ensanut2024_w_icb_catlogo	descargas_mx	integrantes_ensanut2024_w_ICB.Catlogo.xlsx	197249	URL-NO-DESCARGABLE	la ruta apunta a un servlet (.php), no a un archivo: /encuestas/ensanutcontinua2024/descargas.php	https://ensanut.insp.mx/encuestas/ensanutcontinua2024/descargas.php
integrantes_ensanut2024_w_icb_csv_csv	descargas_mx	integrantes_ensanut2024_w_ICB.csv.csv.zip	1858331	URL-NO-DESCARGABLE	la ruta apunta a un servlet (.php), no a un archivo: /encuestas/ensanutcontinua2024/descargas.php	https://ensanut.insp.mx/encuestas/ensanutcontinua2024/descargas.php
menores_ensanut2024_w_catlogo	descargas_mx	menores_ensanut2024_w.Catlogo.xlsx	197357	URL-NO-DESCARGABLE	la ruta apunta a un servlet (.php), no a un archivo: /encuestas/ensanutcontinua2024/descargas.php	https://ensanut.insp.mx/encuestas/ensanutcontinua2024/descargas.php
menores_ensanut2024_w_csv_csv	descargas_mx	menores_ensanut2024_w.csv.csv.zip	617777	URL-NO-DESCARGABLE	la ruta apunta a un servlet (.php), no a un archivo: /encuestas/ensanutcontinua2024/descargas.php	https://ensanut.insp.mx/encuestas/ensanutcontinua2024/descargas.php
menores_ensanut2024_w_stata_stata	descargas_mx	menores_ensanut2024_w.stata.stata.zip	1133030	URL-NO-DESCARGABLE	la ruta apunta a un servlet (.php), no a un archivo: /encuestas/ensanutcontinua2024/descargas.php	https://ensanut.insp.mx/encuestas/ensanutcontinua2024/descargas.php
utilizadores_ensanut2024_w_catlogo	descargas_mx	utilizadores_ensanut2024_w.Catlogo.xlsx	153149	URL-NO-DESCARGABLE	la ruta apunta a un servlet (.php), no a un archivo: /encuestas/ensanutcontinua2024/descargas.php	https://ensanut.insp.mx/encuestas/ensanutcontinua2024/descargas.php
utilizadores_ensanut2024_w_csv_csv	descargas_mx	utilizadores_ensanut2024_w.csv.csv.zip	284328	URL-NO-DESCARGABLE	la ruta apunta a un servlet (.php), no a un archivo: /encuestas/ensanutcontinua2024/descargas.php	https://ensanut.insp.mx/encuestas/ensanutcontinua2024/descargas.php
utilizadores_ensanut2024_w_stata_stata	descargas_mx	utilizadores_ensanut2024_w.stata.stata.zip	424623	URL-NO-DESCARGABLE	la ruta apunta a un servlet (.php), no a un archivo: /encuestas/ensanutcontinua2024/descargas.php	https://ensanut.insp.mx/encuestas/ensanutcontinua2024/descargas.php
enif2018_fd_xlsx	data_raw	enif_2018_fd.xlsx	246905	DESCARGABLE	la ruta termina en extensión de archivo (.xlsx)	https://www.inegi.org.mx/contenidos/programas/enif/2018/microdatos/enif_2018_fd.xlsx
enif2018_cuestionario_pdf	data_raw	enif_2018_cuestionario.pdf	1688866	DESCARGABLE	la ruta termina en extensión de archivo (.pdf)	https://www.inegi.org.mx/contenidos/programas/enif/2018/doc/enif_2018_cuestionario.pdf
enif2021_fd_zip	data_raw	enif_2021_fd_pdf.zip	1229311	DESCARGABLE	la ruta termina en extensión de archivo (.zip)	https://www.inegi.org.mx/contenidos/programas/enif/2021/microdatos/enif_2021_fd_pdf.zip
enif2021_cuestionario_pdf	data_raw	enif_2021_cuestionario.pdf	1214633	DESCARGABLE	la ruta termina en extensión de archivo (.pdf)	https://www.inegi.org.mx/contenidos/programas/enif/2021/doc/enif_2021_cuestionario.pdf
enif2024_fd_xlsx	data_raw	enif_2024_fd.xlsx	122271	DESCARGABLE	la ruta termina en extensión de archivo (.xlsx)	https://www.inegi.org.mx/contenidos/programas/enif/2024/microdatos/enif_2024_fd.xlsx
enif2024_cuestionario_pdf	data_raw	enif_2024_cuestionario.pdf	1228366	DESCARGABLE	la ruta termina en extensión de archivo (.pdf)	https://www.inegi.org.mx/contenidos/programas/enif/2024/doc/enif_2024_cuestionario.pdf
envipe2018_fd_pdf	data_raw	fd_envipe2018.pdf	1901994	DESCARGABLE	la ruta termina en extensión de archivo (.pdf)	https://www.inegi.org.mx/contenidos/programas/envipe/2018/doc/fd_envipe2018.pdf
envipe2018_cuest_principal_pdf	data_raw	cuest_principal_envipe2018.pdf	1601730	DESCARGABLE	la ruta termina en extensión de archivo (.pdf)	https://www.inegi.org.mx/contenidos/programas/envipe/2018/doc/cuest_principal_envipe2018.pdf
envipe2018_cuest_modulo_pdf	data_raw	cuest_modulo_envipe2018.pdf	1427717	DESCARGABLE	la ruta termina en extensión de archivo (.pdf)	https://www.inegi.org.mx/contenidos/programas/envipe/2018/doc/cuest_modulo_envipe2018.pdf
envipe2019_fd_pdf	data_raw	fd_envipe2019.pdf	1918379	DESCARGABLE	la ruta termina en extensión de archivo (.pdf)	https://www.inegi.org.mx/contenidos/programas/envipe/2019/doc/fd_envipe2019.pdf
envipe2019_cuest_principal_pdf	data_raw	cuest_principal_envipe2019.pdf	1132943	DESCARGABLE	la ruta termina en extensión de archivo (.pdf)	https://www.inegi.org.mx/contenidos/programas/envipe/2019/doc/cuest_principal_envipe2019.pdf
envipe2019_cuest_modulo_pdf	data_raw	cuest_modulo_envipe2019.pdf	936504	DESCARGABLE	la ruta termina en extensión de archivo (.pdf)	https://www.inegi.org.mx/contenidos/programas/envipe/2019/doc/cuest_modulo_envipe2019.pdf
envipe2020_fd_pdf	data_raw	fd_envipe2020.pdf	1969912	DESCARGABLE	la ruta termina en extensión de archivo (.pdf)	https://www.inegi.org.mx/contenidos/programas/envipe/2020/doc/fd_envipe2020.pdf
envipe2020_cuest_principal_pdf	data_raw	cuest_principal_envipe2020.pdf	1093270	DESCARGABLE	la ruta termina en extensión de archivo (.pdf)	https://www.inegi.org.mx/contenidos/programas/envipe/2020/doc/cuest_principal_envipe2020.pdf
envipe2020_cuest_modulo_pdf	data_raw	cuest_modulo_envipe2020.pdf	904277	DESCARGABLE	la ruta termina en extensión de archivo (.pdf)	https://www.inegi.org.mx/contenidos/programas/envipe/2020/doc/cuest_modulo_envipe2020.pdf
envipe2021_fd_pdf	data_raw	fd_envipe2021.pdf	1758289	DESCARGABLE	la ruta termina en extensión de archivo (.pdf)	https://www.inegi.org.mx/contenidos/programas/envipe/2021/doc/fd_envipe2021.pdf
envipe2021_cuest_principal_pdf	data_raw	cuest_principal_envipe2021.pdf	1121593	DESCARGABLE	la ruta termina en extensión de archivo (.pdf)	https://www.inegi.org.mx/contenidos/programas/envipe/2021/doc/cuest_principal_envipe2021.pdf
envipe2021_cuest_modulo_pdf	data_raw	cuest_modulo_envipe2021.pdf	911976	DESCARGABLE	la ruta termina en extensión de archivo (.pdf)	https://www.inegi.org.mx/contenidos/programas/envipe/2021/doc/cuest_modulo_envipe2021.pdf
envipe2022_fd_pdf	data_raw	fd_envipe2022.pdf	2910338	DESCARGABLE	la ruta termina en extensión de archivo (.pdf)	https://www.inegi.org.mx/contenidos/programas/envipe/2022/doc/fd_envipe2022.pdf
envipe2022_cuest_principal_pdf	data_raw	cuest_principal_envipe2022.pdf	1263461	DESCARGABLE	la ruta termina en extensión de archivo (.pdf)	https://www.inegi.org.mx/contenidos/programas/envipe/2022/doc/cuest_principal_envipe2022.pdf
envipe2022_cuest_modulo_pdf	data_raw	cuest_modulo_envipe2022.pdf	948921	DESCARGABLE	la ruta termina en extensión de archivo (.pdf)	https://www.inegi.org.mx/contenidos/programas/envipe/2022/doc/cuest_modulo_envipe2022.pdf
envipe2023_fd_pdf	data_raw	fd_envipe2023.pdf	2980669	DESCARGABLE	la ruta termina en extensión de archivo (.pdf)	https://www.inegi.org.mx/contenidos/programas/envipe/2023/doc/fd_envipe2023.pdf
envipe2023_cuest_principal_pdf	data_raw	cuest_principal_envipe2023.pdf	1257728	DESCARGABLE	la ruta termina en extensión de archivo (.pdf)	https://www.inegi.org.mx/contenidos/programas/envipe/2023/doc/cuest_principal_envipe2023.pdf
