cell_id	input_id	outcome	source_instrument	source_edition	source_reference_period	target_instrument	target_edition	target_reference_period	unit	axis	category	status	reason	consumer	metadata_source	metadata_source_sha256
RESULT-PISOS-ENVIPE2024-V2-EVASION-DOMINIO-RURAL-P	dominio::Rural	evasion	ENVIPE	2024	2023	ENVIPE	2025	2024	DELITO	dominio	Rural	CONSTRUIBLE		tramite.evasion_norma.segmentacion_ejes_envipe2025	forense/notas/2026-09-16-GEN2-EMISOR-ESTADO-1-censo.tsv	7320bedbf8b7e5c7f5c6139063bea82c0b0bbdf0bd624a90b42600a59b558451
RESULT-PISOS-ENVIPE2024-V2-EVASION-DOMINIO-COMPLEMENTO-URBANO-P	dominio::Complemento urbano	evasion	ENVIPE	2024	2023	ENVIPE	2025	2024	DELITO	dominio	Complemento urbano	CONSTRUIBLE		tramite.evasion_norma.segmentacion_ejes_envipe2025	forense/notas/2026-09-16-GEN2-EMISOR-ESTADO-1-censo.tsv	7320bedbf8b7e5c7f5c6139063bea82c0b0bbdf0bd624a90b42600a59b558451
RESULT-PISOS-ENVIPE2024-V2-EVASION-DOMINIO-URBANO-P	dominio::Urbano	evasion	ENVIPE	2024	2023	ENVIPE	2025	2024	DELITO	dominio	Urbano	CONSTRUIBLE		tramite.evasion_norma.segmentacion_ejes_envipe2025	forense/notas/2026-09-16-GEN2-EMISOR-ESTADO-1-censo.tsv	7320bedbf8b7e5c7f5c6139063bea82c0b0bbdf0bd624a90b42600a59b558451
RESULT-PISOS-ENVIPE2024-V2-DENUNCIA-COBERTURA-SEGURO-NO-ASEGURADO-P	cobertura_seguro::no_asegurado	denuncia	ENVIPE	2024	2023	ENVIPE	2025	2024	DELITO	cobertura_seguro	no_asegurado	CONSTRUIBLE		familia.seguro.denuncia.segmentacion_envipe2025	forense/notas/2026-09-16-GEN2-EMISOR-ESTADO-1-censo.tsv	7320bedbf8b7e5c7f5c6139063bea82c0b0bbdf0bd624a90b42600a59b558451
RESULT-PISOS-ENVIPE2024-V2-DENUNCIA-COBERTURA-SEGURO-ASEGURADO-P	cobertura_seguro::asegurado	denuncia	ENVIPE	2024	2023	ENVIPE	2025	2024	DELITO	cobertura_seguro	asegurado	CONSTRUIBLE		familia.seguro.denuncia.segmentacion_envipe2025	forense/notas/2026-09-16-GEN2-EMISOR-ESTADO-1-censo.tsv	7320bedbf8b7e5c7f5c6139063bea82c0b0bbdf0bd624a90b42600a59b558451
RESULT-PISOS-ENCIG2023-V2-DIGITAL-SEXO-1-P	sexo::1	digital	ENCIG	2023	levantamiento 2023	ENCIG	2025	levantamiento 2025	TRAMITE	sexo	1	CONSTRUIBLE		tramite.gobierno_digital.util_sin_coercion.segmentacion_ejes_encig2025	forense/notas/2026-09-16-GEN2-EMISOR-ESTADO-1-censo.tsv	7320bedbf8b7e5c7f5c6139063bea82c0b0bbdf0bd624a90b42600a59b558451
RESULT-PISOS-ENCIG2023-V2-DIGITAL-SEXO-2-P	sexo::2	digital	ENCIG	2023	levantamiento 2023	ENCIG	2025	levantamiento 2025	TRAMITE	sexo	2	CONSTRUIBLE		tramite.gobierno_digital.util_sin_coercion.segmentacion_ejes_encig2025	forense/notas/2026-09-16-GEN2-EMISOR-ESTADO-1-censo.tsv	7320bedbf8b7e5c7f5c6139063bea82c0b0bbdf0bd624a90b42600a59b558451
RESULT-PISOS-ENCIG2023-V2-DIGITAL-EDAD-18-29-P	edad::18-29	digital	ENCIG	2023	levantamiento 2023	ENCIG	2025	levantamiento 2025	TRAMITE	edad	18-29	CONSTRUIBLE		tramite.gobierno_digital.util_sin_coercion.segmentacion_ejes_encig2025	forense/notas/2026-09-16-GEN2-EMISOR-ESTADO-1-censo.tsv	7320bedbf8b7e5c7f5c6139063bea82c0b0bbdf0bd624a90b42600a59b558451
RESULT-PISOS-ENCIG2023-V2-DIGITAL-EDAD-30-44-P	edad::30-44	digital	ENCIG	2023	levantamiento 2023	ENCIG	2025	levantamiento 2025	TRAMITE	edad	30-44	CONSTRUIBLE		tramite.gobierno_digital.util_sin_coercion.segmentacion_ejes_encig2025	forense/notas/2026-09-16-GEN2-EMISOR-ESTADO-1-censo.tsv	7320bedbf8b7e5c7f5c6139063bea82c0b0bbdf0bd624a90b42600a59b558451
RESULT-PISOS-ENCIG2023-V2-DIGITAL-EDAD-45-59-P	edad::45-59	digital	ENCIG	2023	levantamiento 2023	ENCIG	2025	levantamiento 2025	TRAMITE	edad	45-59	CONSTRUIBLE		tramite.gobierno_digital.util_sin_coercion.segmentacion_ejes_encig2025	forense/notas/2026-09-16-GEN2-EMISOR-ESTADO-1-censo.tsv	7320bedbf8b7e5c7f5c6139063bea82c0b0bbdf0bd624a90b42600a59b558451
RESULT-PISOS-ENCIG2023-V2-DIGITAL-EDAD-60-MAS-P	edad::60+	digital	ENCIG	2023	levantamiento 2023	ENCIG	2025	levantamiento 2025	TRAMITE	edad	60+	CONSTRUIBLE		tramite.gobierno_digital.util_sin_coercion.segmentacion_ejes_encig2025	forense/notas/2026-09-16-GEN2-EMISOR-ESTADO-1-censo.tsv	7320bedbf8b7e5c7f5c6139063bea82c0b0bbdf0bd624a90b42600a59b558451
RESULT-PISOS-ENCIG2023-V2-DIGITAL-ESCOLARIDAD-HASTA-PRIMARIA-P	escolaridad::hasta_primaria	digital	ENCIG	2023	levantamiento 2023	ENCIG	2025	levantamiento 2025	TRAMITE	escolaridad	hasta_primaria	CONSTRUIBLE		tramite.gobierno_digital.util_sin_coercion.segmentacion_ejes_encig2025	forense/notas/2026-09-16-GEN2-EMISOR-ESTADO-1-censo.tsv	7320bedbf8b7e5c7f5c6139063bea82c0b0bbdf0bd624a90b42600a59b558451
RESULT-PISOS-ENCIG2023-V2-DIGITAL-ESCOLARIDAD-SECUNDARIA-P	escolaridad::secundaria	digital	ENCIG	2023	levantamiento 2023	ENCIG	2025	levantamiento 2025	TRAMITE	escolaridad	secundaria	CONSTRUIBLE		tramite.gobierno_digital.util_sin_coercion.segmentacion_ejes_encig2025	forense/notas/2026-09-16-GEN2-EMISOR-ESTADO-1-censo.tsv	7320bedbf8b7e5c7f5c6139063bea82c0b0bbdf0bd624a90b42600a59b558451
RESULT-PISOS-ENCIG2023-V2-DIGITAL-ESCOLARIDAD-MEDIA-SUPERIOR-P	escolaridad::media_superior	digital	ENCIG	2023	levantamiento 2023	ENCIG	2025	levantamiento 2025	TRAMITE	escolaridad	media_superior	CONSTRUIBLE		tramite.gobierno_digital.util_sin_coercion.segmentacion_ejes_encig2025	forense/notas/2026-09-16-GEN2-EMISOR-ESTADO-1-censo.tsv	7320bedbf8b7e5c7f5c6139063bea82c0b0bbdf0bd624a90b42600a59b558451
RESULT-PISOS-ENCIG2023-V2-DIGITAL-ESCOLARIDAD-SUPERIOR-P	escolaridad::superior	digital	ENCIG	2023	levantamiento 2023	ENCIG	2025	levantamiento 2025	TRAMITE	escolaridad	superior	CONSTRUIBLE		tramite.gobierno_digital.util_sin_coercion.segmentacion_ejes_encig2025	forense/notas/2026-09-16-GEN2-EMISOR-ESTADO-1-censo.tsv	7320bedbf8b7e5c7f5c6139063bea82c0b0bbdf0bd624a90b42600a59b558451
RESULT-PISOS-ENIF2021-V2-D9-SEXO-1-P	ahorra_solo_informal::sexo::1	ahorra_solo_informal	ENIF	2021	julio 2020 a levantamiento 2021	ENIF	2024	junio 2023 a levantamiento 2024	PERSONA ELEGIDA 18+	sexo	1	CONSTRUIBLE		dinero.ahorro.tiene_ahorros.segmentacion_ejes_enif2024	forense/notas/2026-09-16-GEN2-EMISOR-ESTADO-1-censo.tsv	7320bedbf8b7e5c7f5c6139063bea82c0b0bbdf0bd624a90b42600a59b558451
RESULT-PISOS-ENIF2021-V2-D9-SEXO-2-P	ahorra_solo_informal::sexo::2	ahorra_solo_informal	ENIF	2021	julio 2020 a levantamiento 2021	ENIF	2024	junio 2023 a levantamiento 2024	PERSONA ELEGIDA 18+	sexo	2	CONSTRUIBLE		dinero.ahorro.tiene_ahorros.segmentacion_ejes_enif2024	forense/notas/2026-09-16-GEN2-EMISOR-ESTADO-1-censo.tsv	7320bedbf8b7e5c7f5c6139063bea82c0b0bbdf0bd624a90b42600a59b558451
RESULT-PISOS-ENIF2021-V2-D9-EDAD-18-29-P	ahorra_solo_informal::edad::18-29	ahorra_solo_informal	ENIF	2021	julio 2020 a levantamiento 2021	ENIF	2024	junio 2023 a levantamiento 2024	PERSONA ELEGIDA 18+	edad	18-29	CONSTRUIBLE		dinero.ahorro.tiene_ahorros.segmentacion_ejes_enif2024	forense/notas/2026-09-16-GEN2-EMISOR-ESTADO-1-censo.tsv	7320bedbf8b7e5c7f5c6139063bea82c0b0bbdf0bd624a90b42600a59b558451
RESULT-PISOS-ENIF2021-V2-D9-EDAD-30-44-P	ahorra_solo_informal::edad::30-44	ahorra_solo_informal	ENIF	2021	julio 2020 a levantamiento 2021	ENIF	2024	junio 2023 a levantamiento 2024	PERSONA ELEGIDA 18+	edad	30-44	CONSTRUIBLE		dinero.ahorro.tiene_ahorros.segmentacion_ejes_enif2024	forense/notas/2026-09-16-GEN2-EMISOR-ESTADO-1-censo.tsv	7320bedbf8b7e5c7f5c6139063bea82c0b0bbdf0bd624a90b42600a59b558451
RESULT-PISOS-ENIF2021-V2-D9-EDAD-45-59-P	ahorra_solo_informal::edad::45-59	ahorra_solo_informal	ENIF	2021	julio 2020 a levantamiento 2021	ENIF	2024	junio 2023 a levantamiento 2024	PERSONA ELEGIDA 18+	edad	45-59	CONSTRUIBLE		dinero.ahorro.tiene_ahorros.segmentacion_ejes_enif2024	forense/notas/2026-09-16-GEN2-EMISOR-ESTADO-1-censo.tsv	7320bedbf8b7e5c7f5c6139063bea82c0b0bbdf0bd624a90b42600a59b558451
RESULT-PISOS-ENIF2021-V2-D9-EDAD-60-MAS-P	ahorra_solo_informal::edad::60+	ahorra_solo_informal	ENIF	2021	julio 2020 a levantamiento 2021	ENIF	2024	junio 2023 a levantamiento 2024	PERSONA ELEGIDA 18+	edad	60+	CONSTRUIBLE		dinero.ahorro.tiene_ahorros.segmentacion_ejes_enif2024	forense/notas/2026-09-16-GEN2-EMISOR-ESTADO-1-censo.tsv	7320bedbf8b7e5c7f5c6139063bea82c0b0bbdf0bd624a90b42600a59b558451
RESULT-PISOS-ENIF2021-V2-D9-ESCOLARIDAD-HASTA-PRIMARIA-P	ahorra_solo_informal::escolaridad::hasta_primaria	ahorra_solo_informal	ENIF	2021	julio 2020 a levantamiento 2021	ENIF	2024	junio 2023 a levantamiento 2024	PERSONA ELEGIDA 18+	escolaridad	hasta_primaria	CONSTRUIBLE		dinero.ahorro.tiene_ahorros.segmentacion_ejes_enif2024	forense/notas/2026-09-16-GEN2-EMISOR-ESTADO-1-censo.tsv	7320bedbf8b7e5c7f5c6139063bea82c0b0bbdf0bd624a90b42600a59b558451
RESULT-PISOS-ENIF2021-V2-D9-ESCOLARIDAD-SECUNDARIA-P	ahorra_solo_informal::escolaridad::secundaria	ahorra_solo_informal	ENIF	2021	julio 2020 a levantamiento 2021	ENIF	2024	junio 2023 a levantamiento 2024	PERSONA ELEGIDA 18+	escolaridad	secundaria	CONSTRUIBLE		dinero.ahorro.tiene_ahorros.segmentacion_ejes_enif2024	forense/notas/2026-09-16-GEN2-EMISOR-ESTADO-1-censo.tsv	7320bedbf8b7e5c7f5c6139063bea82c0b0bbdf0bd624a90b42600a59b558451
RESULT-PISOS-ENIF2021-V2-D9-ESCOLARIDAD-MEDIA-SUPERIOR-P	ahorra_solo_informal::escolaridad::media_superior	ahorra_solo_informal	ENIF	2021	julio 2020 a levantamiento 2021	ENIF	2024	junio 2023 a levantamiento 2024	PERSONA ELEGIDA 18+	escolaridad	media_superior	CONSTRUIBLE		dinero.ahorro.tiene_ahorros.segmentacion_ejes_enif2024	forense/notas/2026-09-16-GEN2-EMISOR-ESTADO-1-censo.tsv	7320bedbf8b7e5c7f5c6139063bea82c0b0bbdf0bd624a90b42600a59b558451
RESULT-PISOS-ENIF2021-V2-D9-ESCOLARIDAD-SUPERIOR-P	ahorra_solo_informal::escolaridad::superior	ahorra_solo_informal	ENIF	2021	julio 2020 a levantamiento 2021	ENIF	2024	junio 2023 a levantamiento 2024	PERSONA ELEGIDA 18+	escolaridad	superior	CONSTRUIBLE		dinero.ahorro.tiene_ahorros.segmentacion_ejes_enif2024	forense/notas/2026-09-16-GEN2-EMISOR-ESTADO-1-censo.tsv	7320bedbf8b7e5c7f5c6139063bea82c0b0bbdf0bd624a90b42600a59b558451
RESULT-PISOS-ENIF2021-V2-D9-LOCALIDAD-MENOR-DE-15-000-P	ahorra_solo_informal::localidad::menor de 15 000	ahorra_solo_informal	ENIF	2021	julio 2020 a levantamiento 2021	ENIF	2024	junio 2023 a levantamiento 2024	PERSONA ELEGIDA 18+	localidad	menor de 15 000	CONSTRUIBLE		dinero.ahorro.tiene_ahorros.segmentacion_ejes_enif2024	forense/notas/2026-09-16-GEN2-EMISOR-ESTADO-1-censo.tsv	7320bedbf8b7e5c7f5c6139063bea82c0b0bbdf0bd624a90b42600a59b558451
RESULT-PISOS-ENIF2021-V2-D9-LOCALIDAD-15-000-Y-MAS-P	ahorra_solo_informal::localidad::15 000 y mas	ahorra_solo_informal	ENIF	2021	julio 2020 a levantamiento 2021	ENIF	2024	junio 2023 a levantamiento 2024	PERSONA ELEGIDA 18+	localidad	15 000 y mas	CONSTRUIBLE		dinero.ahorro.tiene_ahorros.segmentacion_ejes_enif2024	forense/notas/2026-09-16-GEN2-EMISOR-ESTADO-1-censo.tsv	7320bedbf8b7e5c7f5c6139063bea82c0b0bbdf0bd624a90b42600a59b558451
EXCLUSION-PISOS-ENIF2021-AHORRA-SOLO-INFORMAL-FORMALIDAD-SIN-SEGURIDAD-SOCIAL	ahorra_solo_informal::formalidad::sin seguridad social	ahorra_solo_informal	ENIF	2021	julio 2020 a levantamiento 2021	ENIF	2024	junio 2023 a levantamiento 2024	PERSONA ELEGIDA 18+	formalidad	sin seguridad social	NO-CONSTRUIBLE	P3_13 comparable no existe en ENIF 2021	dinero.ahorro.tiene_ahorros.segmentacion_ejes_enif2024	forense/notas/2026-09-16-GEN2-EMISOR-ESTADO-1-censo.tsv	7320bedbf8b7e5c7f5c6139063bea82c0b0bbdf0bd624a90b42600a59b558451
EXCLUSION-PISOS-ENIF2021-AHORRA-SOLO-INFORMAL-FORMALIDAD-CON-SEGURIDAD-SOCIAL	ahorra_solo_informal::formalidad::con seguridad social	ahorra_solo_informal	ENIF	2021	julio 2020 a levantamiento 2021	ENIF	2024	junio 2023 a levantamiento 2024	PERSONA ELEGIDA 18+	formalidad	con seguridad social	NO-CONSTRUIBLE	P3_13 comparable no existe en ENIF 2021	dinero.ahorro.tiene_ahorros.segmentacion_ejes_enif2024	forense/notas/2026-09-16-GEN2-EMISOR-ESTADO-1-censo.tsv	7320bedbf8b7e5c7f5c6139063bea82c0b0bbdf0bd624a90b42600a59b558451
RESULT-PISOS-ENIF2021-V2-D9-CUENTA-SIN-CUENTA-P	ahorra_solo_informal::cuenta::sin cuenta	ahorra_solo_informal	ENIF	2021	julio 2020 a levantamiento 2021	ENIF	2024	junio 2023 a levantamiento 2024	PERSONA ELEGIDA 18+	cuenta	sin cuenta	CONSTRUIBLE		dinero.ahorro.tiene_ahorros.segmentacion_ejes_enif2024	forense/notas/2026-09-16-GEN2-EMISOR-ESTADO-1-censo.tsv	7320bedbf8b7e5c7f5c6139063bea82c0b0bbdf0bd624a90b42600a59b558451
RESULT-PISOS-ENIF2021-V2-D9-CUENTA-CON-CUENTA-P	ahorra_solo_informal::cuenta::con cuenta	ahorra_solo_informal	ENIF	2021	julio 2020 a levantamiento 2021	ENIF	2024	junio 2023 a levantamiento 2024	PERSONA ELEGIDA 18+	cuenta	con cuenta	CONSTRUIBLE		dinero.ahorro.tiene_ahorros.segmentacion_ejes_enif2024	forense/notas/2026-09-16-GEN2-EMISOR-ESTADO-1-censo.tsv	7320bedbf8b7e5c7f5c6139063bea82c0b0bbdf0bd624a90b42600a59b558451
RESULT-PISOS-ENIF2021-V2-INFORMAL-CUALQUIERA-SEXO-1-P	informal_cualquiera::sexo::1	informal_cualquiera	ENIF	2021	julio 2020 a levantamiento 2021	ENIF	2024	junio 2023 a levantamiento 2024	PERSONA ELEGIDA 18+	sexo	1	CONSTRUIBLE		dinero.ahorro.tiene_ahorros.segmentacion_ejes_enif2024	forense/notas/2026-09-16-GEN2-EMISOR-ESTADO-1-censo.tsv	7320bedbf8b7e5c7f5c6139063bea82c0b0bbdf0bd624a90b42600a59b558451
RESULT-PISOS-ENIF2021-V2-INFORMAL-CUALQUIERA-SEXO-2-P	informal_cualquiera::sexo::2	informal_cualquiera	ENIF	2021	julio 2020 a levantamiento 2021	ENIF	2024	junio 2023 a levantamiento 2024	PERSONA ELEGIDA 18+	sexo	2	CONSTRUIBLE		dinero.ahorro.tiene_ahorros.segmentacion_ejes_enif2024	forense/notas/2026-09-16-GEN2-EMISOR-ESTADO-1-censo.tsv	7320bedbf8b7e5c7f5c6139063bea82c0b0bbdf0bd624a90b42600a59b558451
RESULT-PISOS-ENIF2021-V2-INFORMAL-CUALQUIERA-EDAD-18-29-P	informal_cualquiera::edad::18-29	informal_cualquiera	ENIF	2021	julio 2020 a levantamiento 2021	ENIF	2024	junio 2023 a levantamiento 2024	PERSONA ELEGIDA 18+	edad	18-29	CONSTRUIBLE		dinero.ahorro.tiene_ahorros.segmentacion_ejes_enif2024	forense/notas/2026-09-16-GEN2-EMISOR-ESTADO-1-censo.tsv	7320bedbf8b7e5c7f5c6139063bea82c0b0bbdf0bd624a90b42600a59b558451
RESULT-PISOS-ENIF2021-V2-INFORMAL-CUALQUIERA-EDAD-30-44-P	informal_cualquiera::edad::30-44	informal_cualquiera	ENIF	2021	julio 2020 a levantamiento 2021	ENIF	2024	junio 2023 a levantamiento 2024	PERSONA ELEGIDA 18+	edad	30-44	CONSTRUIBLE		dinero.ahorro.tiene_ahorros.segmentacion_ejes_enif2024	forense/notas/2026-09-16-GEN2-EMISOR-ESTADO-1-censo.tsv	7320bedbf8b7e5c7f5c6139063bea82c0b0bbdf0bd624a90b42600a59b558451
RESULT-PISOS-ENIF2021-V2-INFORMAL-CUALQUIERA-EDAD-45-59-P	informal_cualquiera::edad::45-59	informal_cualquiera	ENIF	2021	julio 2020 a levantamiento 2021	ENIF	2024	junio 2023 a levantamiento 2024	PERSONA ELEGIDA 18+	edad	45-59	CONSTRUIBLE		dinero.ahorro.tiene_ahorros.segmentacion_ejes_enif2024	forense/notas/2026-09-16-GEN2-EMISOR-ESTADO-1-censo.tsv	7320bedbf8b7e5c7f5c6139063bea82c0b0bbdf0bd624a90b42600a59b558451
RESULT-PISOS-ENIF2021-V2-INFORMAL-CUALQUIERA-EDAD-60-MAS-P	informal_cualquiera::edad::60+	informal_cualquiera	ENIF	2021	julio 2020 a levantamiento 2021	ENIF	2024	junio 2023 a levantamiento 2024	PERSONA ELEGIDA 18+	edad	60+	CONSTRUIBLE		dinero.ahorro.tiene_ahorros.segmentacion_ejes_enif2024	forense/notas/2026-09-16-GEN2-EMISOR-ESTADO-1-censo.tsv	7320bedbf8b7e5c7f5c6139063bea82c0b0bbdf0bd624a90b42600a59b558451
RESULT-PISOS-ENIF2021-V2-INFORMAL-CUALQUIERA-ESCOLARIDAD-HASTA-PRIMARIA-P	informal_cualquiera::escolaridad::hasta_primaria	informal_cualquiera	ENIF	2021	julio 2020 a levantamiento 2021	ENIF	2024	junio 2023 a levantamiento 2024	PERSONA ELEGIDA 18+	escolaridad	hasta_primaria	CONSTRUIBLE		dinero.ahorro.tiene_ahorros.segmentacion_ejes_enif2024	forense/notas/2026-09-16-GEN2-EMISOR-ESTADO-1-censo.tsv	7320bedbf8b7e5c7f5c6139063bea82c0b0bbdf0bd624a90b42600a59b558451
RESULT-PISOS-ENIF2021-V2-INFORMAL-CUALQUIERA-ESCOLARIDAD-SECUNDARIA-P	informal_cualquiera::escolaridad::secundaria	informal_cualquiera	ENIF	2021	julio 2020 a levantamiento 2021	ENIF	2024	junio 2023 a levantamiento 2024	PERSONA ELEGIDA 18+	escolaridad	secundaria	CONSTRUIBLE		dinero.ahorro.tiene_ahorros.segmentacion_ejes_enif2024	forense/notas/2026-09-16-GEN2-EMISOR-ESTADO-1-censo.tsv	7320bedbf8b7e5c7f5c6139063bea82c0b0bbdf0bd624a90b42600a59b558451
RESULT-PISOS-ENIF2021-V2-INFORMAL-CUALQUIERA-ESCOLARIDAD-MEDIA-SUPERIOR-P	informal_cualquiera::escolaridad::media_superior	informal_cualquiera	ENIF	2021	julio 2020 a levantamiento 2021	ENIF	2024	junio 2023 a levantamiento 2024	PERSONA ELEGIDA 18+	escolaridad	media_superior	CONSTRUIBLE		dinero.ahorro.tiene_ahorros.segmentacion_ejes_enif2024	forense/notas/2026-09-16-GEN2-EMISOR-ESTADO-1-censo.tsv	7320bedbf8b7e5c7f5c6139063bea82c0b0bbdf0bd624a90b42600a59b558451
RESULT-PISOS-ENIF2021-V2-INFORMAL-CUALQUIERA-ESCOLARIDAD-SUPERIOR-P	informal_cualquiera::escolaridad::superior	informal_cualquiera	ENIF	2021	julio 2020 a levantamiento 2021	ENIF	2024	junio 2023 a levantamiento 2024	PERSONA ELEGIDA 18+	escolaridad	superior	CONSTRUIBLE		dinero.ahorro.tiene_ahorros.segmentacion_ejes_enif2024	forense/notas/2026-09-16-GEN2-EMISOR-ESTADO-1-censo.tsv	7320bedbf8b7e5c7f5c6139063bea82c0b0bbdf0bd624a90b42600a59b558451
RESULT-PISOS-ENIF2021-V2-INFORMAL-CUALQUIERA-LOCALIDAD-MENOR-DE-15-000-P	informal_cualquiera::localidad::menor de 15 000	informal_cualquiera	ENIF	2021	julio 2020 a levantamiento 2021	ENIF	2024	junio 2023 a levantamiento 2024	PERSONA ELEGIDA 18+	localidad	menor de 15 000	CONSTRUIBLE		dinero.ahorro.tiene_ahorros.segmentacion_ejes_enif2024	forense/notas/2026-09-16-GEN2-EMISOR-ESTADO-1-censo.tsv	7320bedbf8b7e5c7f5c6139063bea82c0b0bbdf0bd624a90b42600a59b558451
RESULT-PISOS-ENIF2021-V2-INFORMAL-CUALQUIERA-LOCALIDAD-15-000-Y-MAS-P	informal_cualquiera::localidad::15 000 y mas	informal_cualquiera	ENIF	2021	julio 2020 a levantamiento 2021	ENIF	2024	junio 2023 a levantamiento 2024	PERSONA ELEGIDA 18+	localidad	15 000 y mas	CONSTRUIBLE		dinero.ahorro.tiene_ahorros.segmentacion_ejes_enif2024	forense/notas/2026-09-16-GEN2-EMISOR-ESTADO-1-censo.tsv	7320bedbf8b7e5c7f5c6139063bea82c0b0bbdf0bd624a90b42600a59b558451
