cell_id	input_id	outcome	source_instrument	source_edition	source_reference_period	target_instrument	target_edition	target_reference_period	unit	axis	category	status	reason	consumer	metadata_source	metadata_source_sha256
RESULT-DIN-CREDITO-PISOS-ENIF2018-K1-FORMALIDAD-CON-SEGURIDAD-SOCIAL-P	K1::formalidad::con seguridad social	K1	ENIF	2018	abril 2017 a levantamiento 2018	ENIF	2021	julio 2020 a levantamiento 2021	P · PERSONA ELEGIDA 18-70	formalidad	con seguridad social	CONSTRUIBLE	CAMBIO-MENOR: piso histórico conmensurable con CALC-DIN-CREDITO-PISOS-ENIF2021-0001 (población 18-70; matiz en RESULT -MATIZ)	PENDIENTE:lote-prospectivo-credito-2024 (K1) · historia de la conducta	forense/prereg-caja/DIN-CREDITO-PISOS-HISTORIA-spec-v1_0.md	f38a509ba3d8ae7eac22b9830f8bc48d59384981d12bfefa6ebffaebf5d270ff
RESULT-DIN-CREDITO-PISOS-ENIF2018-K1-FORMALIDAD-SIN-SEGURIDAD-SOCIAL-P	K1::formalidad::sin seguridad social	K1	ENIF	2018	abril 2017 a levantamiento 2018	ENIF	2021	julio 2020 a levantamiento 2021	P · PERSONA ELEGIDA 18-70	formalidad	sin seguridad social	CONSTRUIBLE	CAMBIO-MENOR: piso histórico conmensurable con CALC-DIN-CREDITO-PISOS-ENIF2021-0001 (población 18-70; matiz en RESULT -MATIZ)	PENDIENTE:lote-prospectivo-credito-2024 (K1) · historia de la conducta	forense/prereg-caja/DIN-CREDITO-PISOS-HISTORIA-spec-v1_0.md	f38a509ba3d8ae7eac22b9830f8bc48d59384981d12bfefa6ebffaebf5d270ff
RESULT-DIN-CREDITO-PISOS-ENIF2018-K1-LOCALIDAD-15-000-Y-MAS-P	K1::localidad::15 000 y mas	K1	ENIF	2018	abril 2017 a levantamiento 2018	ENIF	2021	julio 2020 a levantamiento 2021	P · PERSONA ELEGIDA 18-70	localidad	15 000 y mas	CONSTRUIBLE	CAMBIO-MENOR: piso histórico conmensurable con CALC-DIN-CREDITO-PISOS-ENIF2021-0001 (población 18-70; matiz en RESULT -MATIZ)	PENDIENTE:lote-prospectivo-credito-2024 (K1) · historia de la conducta	forense/prereg-caja/DIN-CREDITO-PISOS-HISTORIA-spec-v1_0.md	f38a509ba3d8ae7eac22b9830f8bc48d59384981d12bfefa6ebffaebf5d270ff
RESULT-DIN-CREDITO-PISOS-ENIF2018-K1-LOCALIDAD-MENOR-DE-15-000-P	K1::localidad::menor de 15 000	K1	ENIF	2018	abril 2017 a levantamiento 2018	ENIF	2021	julio 2020 a levantamiento 2021	P · PERSONA ELEGIDA 18-70	localidad	menor de 15 000	CONSTRUIBLE	CAMBIO-MENOR: piso histórico conmensurable con CALC-DIN-CREDITO-PISOS-ENIF2021-0001 (población 18-70; matiz en RESULT -MATIZ)	PENDIENTE:lote-prospectivo-credito-2024 (K1) · historia de la conducta	forense/prereg-caja/DIN-CREDITO-PISOS-HISTORIA-spec-v1_0.md	f38a509ba3d8ae7eac22b9830f8bc48d59384981d12bfefa6ebffaebf5d270ff
RESULT-DIN-CREDITO-PISOS-ENIF2018-K1-SEXO-1-P	K1::sexo::1	K1	ENIF	2018	abril 2017 a levantamiento 2018	ENIF	2021	julio 2020 a levantamiento 2021	P · PERSONA ELEGIDA 18-70	sexo	1	CONSTRUIBLE	CAMBIO-MENOR: piso histórico conmensurable con CALC-DIN-CREDITO-PISOS-ENIF2021-0001 (población 18-70; matiz en RESULT -MATIZ)	PENDIENTE:lote-prospectivo-credito-2024 (K1) · historia de la conducta	forense/prereg-caja/DIN-CREDITO-PISOS-HISTORIA-spec-v1_0.md	f38a509ba3d8ae7eac22b9830f8bc48d59384981d12bfefa6ebffaebf5d270ff
RESULT-DIN-CREDITO-PISOS-ENIF2018-K1-SEXO-2-P	K1::sexo::2	K1	ENIF	2018	abril 2017 a levantamiento 2018	ENIF	2021	julio 2020 a levantamiento 2021	P · PERSONA ELEGIDA 18-70	sexo	2	CONSTRUIBLE	CAMBIO-MENOR: piso histórico conmensurable con CALC-DIN-CREDITO-PISOS-ENIF2021-0001 (población 18-70; matiz en RESULT -MATIZ)	PENDIENTE:lote-prospectivo-credito-2024 (K1) · historia de la conducta	forense/prereg-caja/DIN-CREDITO-PISOS-HISTORIA-spec-v1_0.md	f38a509ba3d8ae7eac22b9830f8bc48d59384981d12bfefa6ebffaebf5d270ff
RESULT-DIN-CREDITO-PISOS-ENIF2018-K2-AUTOMOTRIZ-CUENTA-CON-CUENTA-P	K2-AUTOMOTRIZ::cuenta::con cuenta	K2-AUTOMOTRIZ	ENIF	2018	abril 2017 a levantamiento 2018	ENIF	2021	julio 2020 a levantamiento 2021	P · PERSONA ELEGIDA 18-70	cuenta	con cuenta	CONSTRUIBLE	CAMBIO-MENOR: piso histórico conmensurable con CALC-DIN-CREDITO-PISOS-ENIF2021-0001 (población 18-70; matiz en RESULT -MATIZ)	PENDIENTE:lote-prospectivo-credito-2024 (K2) · historia de la conducta	forense/prereg-caja/DIN-CREDITO-PISOS-HISTORIA-spec-v1_0.md	f38a509ba3d8ae7eac22b9830f8bc48d59384981d12bfefa6ebffaebf5d270ff
RESULT-DIN-CREDITO-PISOS-ENIF2018-K2-AUTOMOTRIZ-CUENTA-SIN-CUENTA-P	K2-AUTOMOTRIZ::cuenta::sin cuenta	K2-AUTOMOTRIZ	ENIF	2018	abril 2017 a levantamiento 2018	ENIF	2021	julio 2020 a levantamiento 2021	P · PERSONA ELEGIDA 18-70	cuenta	sin cuenta	CONSTRUIBLE	CAMBIO-MENOR: piso histórico conmensurable con CALC-DIN-CREDITO-PISOS-ENIF2021-0001 (población 18-70; matiz en RESULT -MATIZ)	PENDIENTE:lote-prospectivo-credito-2024 (K2) · historia de la conducta	forense/prereg-caja/DIN-CREDITO-PISOS-HISTORIA-spec-v1_0.md	f38a509ba3d8ae7eac22b9830f8bc48d59384981d12bfefa6ebffaebf5d270ff
RESULT-DIN-CREDITO-PISOS-ENIF2018-K2-AUTOMOTRIZ-EDAD-18-29-P	K2-AUTOMOTRIZ::edad::18-29	K2-AUTOMOTRIZ	ENIF	2018	abril 2017 a levantamiento 2018	ENIF	2021	julio 2020 a levantamiento 2021	P · PERSONA ELEGIDA 18-70	edad	18-29	CONSTRUIBLE	CAMBIO-MENOR: piso histórico conmensurable con CALC-DIN-CREDITO-PISOS-ENIF2021-0001 (población 18-70; matiz en RESULT -MATIZ)	PENDIENTE:lote-prospectivo-credito-2024 (K2) · historia de la conducta	forense/prereg-caja/DIN-CREDITO-PISOS-HISTORIA-spec-v1_0.md	f38a509ba3d8ae7eac22b9830f8bc48d59384981d12bfefa6ebffaebf5d270ff
RESULT-DIN-CREDITO-PISOS-ENIF2018-K2-AUTOMOTRIZ-EDAD-30-44-P	K2-AUTOMOTRIZ::edad::30-44	K2-AUTOMOTRIZ	ENIF	2018	abril 2017 a levantamiento 2018	ENIF	2021	julio 2020 a levantamiento 2021	P · PERSONA ELEGIDA 18-70	edad	30-44	CONSTRUIBLE	CAMBIO-MENOR: piso histórico conmensurable con CALC-DIN-CREDITO-PISOS-ENIF2021-0001 (población 18-70; matiz en RESULT -MATIZ)	PENDIENTE:lote-prospectivo-credito-2024 (K2) · historia de la conducta	forense/prereg-caja/DIN-CREDITO-PISOS-HISTORIA-spec-v1_0.md	f38a509ba3d8ae7eac22b9830f8bc48d59384981d12bfefa6ebffaebf5d270ff
RESULT-DIN-CREDITO-PISOS-ENIF2018-K2-AUTOMOTRIZ-EDAD-45-59-P	K2-AUTOMOTRIZ::edad::45-59	K2-AUTOMOTRIZ	ENIF	2018	abril 2017 a levantamiento 2018	ENIF	2021	julio 2020 a levantamiento 2021	P · PERSONA ELEGIDA 18-70	edad	45-59	CONSTRUIBLE	CAMBIO-MENOR: piso histórico conmensurable con CALC-DIN-CREDITO-PISOS-ENIF2021-0001 (población 18-70; matiz en RESULT -MATIZ)	PENDIENTE:lote-prospectivo-credito-2024 (K2) · historia de la conducta	forense/prereg-caja/DIN-CREDITO-PISOS-HISTORIA-spec-v1_0.md	f38a509ba3d8ae7eac22b9830f8bc48d59384981d12bfefa6ebffaebf5d270ff
RESULT-DIN-CREDITO-PISOS-ENIF2018-K2-AUTOMOTRIZ-EDAD-60-MAS-P	K2-AUTOMOTRIZ::edad::60+	K2-AUTOMOTRIZ	ENIF	2018	abril 2017 a levantamiento 2018	ENIF	2021	julio 2020 a levantamiento 2021	P · PERSONA ELEGIDA 18-70	edad	60+	CONSTRUIBLE	CAMBIO-MENOR: piso histórico conmensurable con CALC-DIN-CREDITO-PISOS-ENIF2021-0001 (población 18-70; matiz en RESULT -MATIZ)	PENDIENTE:lote-prospectivo-credito-2024 (K2) · historia de la conducta	forense/prereg-caja/DIN-CREDITO-PISOS-HISTORIA-spec-v1_0.md	f38a509ba3d8ae7eac22b9830f8bc48d59384981d12bfefa6ebffaebf5d270ff
RESULT-DIN-CREDITO-PISOS-ENIF2018-K2-AUTOMOTRIZ-ESCOLARIDAD-HASTA-PRIMARIA-P	K2-AUTOMOTRIZ::escolaridad::hasta_primaria	K2-AUTOMOTRIZ	ENIF	2018	abril 2017 a levantamiento 2018	ENIF	2021	julio 2020 a levantamiento 2021	P · PERSONA ELEGIDA 18-70	escolaridad	hasta_primaria	CONSTRUIBLE	CAMBIO-MENOR: piso histórico conmensurable con CALC-DIN-CREDITO-PISOS-ENIF2021-0001 (población 18-70; matiz en RESULT -MATIZ)	PENDIENTE:lote-prospectivo-credito-2024 (K2) · historia de la conducta	forense/prereg-caja/DIN-CREDITO-PISOS-HISTORIA-spec-v1_0.md	f38a509ba3d8ae7eac22b9830f8bc48d59384981d12bfefa6ebffaebf5d270ff
RESULT-DIN-CREDITO-PISOS-ENIF2018-K2-AUTOMOTRIZ-ESCOLARIDAD-MEDIA-SUPERIOR-P	K2-AUTOMOTRIZ::escolaridad::media_superior	K2-AUTOMOTRIZ	ENIF	2018	abril 2017 a levantamiento 2018	ENIF	2021	julio 2020 a levantamiento 2021	P · PERSONA ELEGIDA 18-70	escolaridad	media_superior	CONSTRUIBLE	CAMBIO-MENOR: piso histórico conmensurable con CALC-DIN-CREDITO-PISOS-ENIF2021-0001 (población 18-70; matiz en RESULT -MATIZ)	PENDIENTE:lote-prospectivo-credito-2024 (K2) · historia de la conducta	forense/prereg-caja/DIN-CREDITO-PISOS-HISTORIA-spec-v1_0.md	f38a509ba3d8ae7eac22b9830f8bc48d59384981d12bfefa6ebffaebf5d270ff
RESULT-DIN-CREDITO-PISOS-ENIF2018-K2-AUTOMOTRIZ-ESCOLARIDAD-SECUNDARIA-P	K2-AUTOMOTRIZ::escolaridad::secundaria	K2-AUTOMOTRIZ	ENIF	2018	abril 2017 a levantamiento 2018	ENIF	2021	julio 2020 a levantamiento 2021	P · PERSONA ELEGIDA 18-70	escolaridad	secundaria	CONSTRUIBLE	CAMBIO-MENOR: piso histórico conmensurable con CALC-DIN-CREDITO-PISOS-ENIF2021-0001 (población 18-70; matiz en RESULT -MATIZ)	PENDIENTE:lote-prospectivo-credito-2024 (K2) · historia de la conducta	forense/prereg-caja/DIN-CREDITO-PISOS-HISTORIA-spec-v1_0.md	f38a509ba3d8ae7eac22b9830f8bc48d59384981d12bfefa6ebffaebf5d270ff
RESULT-DIN-CREDITO-PISOS-ENIF2018-K2-AUTOMOTRIZ-ESCOLARIDAD-SUPERIOR-P	K2-AUTOMOTRIZ::escolaridad::superior	K2-AUTOMOTRIZ	ENIF	2018	abril 2017 a levantamiento 2018	ENIF	2021	julio 2020 a levantamiento 2021	P · PERSONA ELEGIDA 18-70	escolaridad	superior	CONSTRUIBLE	CAMBIO-MENOR: piso histórico conmensurable con CALC-DIN-CREDITO-PISOS-ENIF2021-0001 (población 18-70; matiz en RESULT -MATIZ)	PENDIENTE:lote-prospectivo-credito-2024 (K2) · historia de la conducta	forense/prereg-caja/DIN-CREDITO-PISOS-HISTORIA-spec-v1_0.md	f38a509ba3d8ae7eac22b9830f8bc48d59384981d12bfefa6ebffaebf5d270ff
RESULT-DIN-CREDITO-PISOS-ENIF2018-K2-AUTOMOTRIZ-FORMALIDAD-CON-SEGURIDAD-SOCIAL-P	K2-AUTOMOTRIZ::formalidad::con seguridad social	K2-AUTOMOTRIZ	ENIF	2018	abril 2017 a levantamiento 2018	ENIF	2021	julio 2020 a levantamiento 2021	P · PERSONA ELEGIDA 18-70	formalidad	con seguridad social	CONSTRUIBLE	CAMBIO-MENOR: piso histórico conmensurable con CALC-DIN-CREDITO-PISOS-ENIF2021-0001 (población 18-70; matiz en RESULT -MATIZ)	PENDIENTE:lote-prospectivo-credito-2024 (K2) · historia de la conducta	forense/prereg-caja/DIN-CREDITO-PISOS-HISTORIA-spec-v1_0.md	f38a509ba3d8ae7eac22b9830f8bc48d59384981d12bfefa6ebffaebf5d270ff
RESULT-DIN-CREDITO-PISOS-ENIF2018-K2-AUTOMOTRIZ-FORMALIDAD-SIN-SEGURIDAD-SOCIAL-P	K2-AUTOMOTRIZ::formalidad::sin seguridad social	K2-AUTOMOTRIZ	ENIF	2018	abril 2017 a levantamiento 2018	ENIF	2021	julio 2020 a levantamiento 2021	P · PERSONA ELEGIDA 18-70	formalidad	sin seguridad social	CONSTRUIBLE	CAMBIO-MENOR: piso histórico conmensurable con CALC-DIN-CREDITO-PISOS-ENIF2021-0001 (población 18-70; matiz en RESULT -MATIZ)	PENDIENTE:lote-prospectivo-credito-2024 (K2) · historia de la conducta	forense/prereg-caja/DIN-CREDITO-PISOS-HISTORIA-spec-v1_0.md	f38a509ba3d8ae7eac22b9830f8bc48d59384981d12bfefa6ebffaebf5d270ff
RESULT-DIN-CREDITO-PISOS-ENIF2018-K2-AUTOMOTRIZ-LOCALIDAD-15-000-Y-MAS-P	K2-AUTOMOTRIZ::localidad::15 000 y mas	K2-AUTOMOTRIZ	ENIF	2018	abril 2017 a levantamiento 2018	ENIF	2021	julio 2020 a levantamiento 2021	P · PERSONA ELEGIDA 18-70	localidad	15 000 y mas	CONSTRUIBLE	CAMBIO-MENOR: piso histórico conmensurable con CALC-DIN-CREDITO-PISOS-ENIF2021-0001 (población 18-70; matiz en RESULT -MATIZ)	PENDIENTE:lote-prospectivo-credito-2024 (K2) · historia de la conducta	forense/prereg-caja/DIN-CREDITO-PISOS-HISTORIA-spec-v1_0.md	f38a509ba3d8ae7eac22b9830f8bc48d59384981d12bfefa6ebffaebf5d270ff
RESULT-DIN-CREDITO-PISOS-ENIF2018-K2-AUTOMOTRIZ-LOCALIDAD-MENOR-DE-15-000-P	K2-AUTOMOTRIZ::localidad::menor de 15 000	K2-AUTOMOTRIZ	ENIF	2018	abril 2017 a levantamiento 2018	ENIF	2021	julio 2020 a levantamiento 2021	P · PERSONA ELEGIDA 18-70	localidad	menor de 15 000	CONSTRUIBLE	CAMBIO-MENOR: piso histórico conmensurable con CALC-DIN-CREDITO-PISOS-ENIF2021-0001 (población 18-70; matiz en RESULT -MATIZ)	PENDIENTE:lote-prospectivo-credito-2024 (K2) · historia de la conducta	forense/prereg-caja/DIN-CREDITO-PISOS-HISTORIA-spec-v1_0.md	f38a509ba3d8ae7eac22b9830f8bc48d59384981d12bfefa6ebffaebf5d270ff
RESULT-DIN-CREDITO-PISOS-ENIF2018-K2-AUTOMOTRIZ-SEXO-1-P	K2-AUTOMOTRIZ::sexo::1	K2-AUTOMOTRIZ	ENIF	2018	abril 2017 a levantamiento 2018	ENIF	2021	julio 2020 a levantamiento 2021	P · PERSONA ELEGIDA 18-70	sexo	1	CONSTRUIBLE	CAMBIO-MENOR: piso histórico conmensurable con CALC-DIN-CREDITO-PISOS-ENIF2021-0001 (población 18-70; matiz en RESULT -MATIZ)	PENDIENTE:lote-prospectivo-credito-2024 (K2) · historia de la conducta	forense/prereg-caja/DIN-CREDITO-PISOS-HISTORIA-spec-v1_0.md	f38a509ba3d8ae7eac22b9830f8bc48d59384981d12bfefa6ebffaebf5d270ff
RESULT-DIN-CREDITO-PISOS-ENIF2018-K2-AUTOMOTRIZ-SEXO-2-P	K2-AUTOMOTRIZ::sexo::2	K2-AUTOMOTRIZ	ENIF	2018	abril 2017 a levantamiento 2018	ENIF	2021	julio 2020 a levantamiento 2021	P · PERSONA ELEGIDA 18-70	sexo	2	CONSTRUIBLE	CAMBIO-MENOR: piso histórico conmensurable con CALC-DIN-CREDITO-PISOS-ENIF2021-0001 (población 18-70; matiz en RESULT -MATIZ)	PENDIENTE:lote-prospectivo-credito-2024 (K2) · historia de la conducta	forense/prereg-caja/DIN-CREDITO-PISOS-HISTORIA-spec-v1_0.md	f38a509ba3d8ae7eac22b9830f8bc48d59384981d12bfefa6ebffaebf5d270ff
RESULT-DIN-CREDITO-PISOS-ENIF2018-K2-DEPARTAMENTAL-CUENTA-CON-CUENTA-P	K2-DEPARTAMENTAL::cuenta::con cuenta	K2-DEPARTAMENTAL	ENIF	2018	abril 2017 a levantamiento 2018	ENIF	2021	julio 2020 a levantamiento 2021	P · PERSONA ELEGIDA 18-70	cuenta	con cuenta	CONSTRUIBLE	CAMBIO-MENOR: piso histórico conmensurable con CALC-DIN-CREDITO-PISOS-ENIF2021-0001 (población 18-70; matiz en RESULT -MATIZ)	PENDIENTE:lote-prospectivo-credito-2024 (K2) · historia de la conducta	forense/prereg-caja/DIN-CREDITO-PISOS-HISTORIA-spec-v1_0.md	f38a509ba3d8ae7eac22b9830f8bc48d59384981d12bfefa6ebffaebf5d270ff
RESULT-DIN-CREDITO-PISOS-ENIF2018-K2-DEPARTAMENTAL-CUENTA-SIN-CUENTA-P	K2-DEPARTAMENTAL::cuenta::sin cuenta	K2-DEPARTAMENTAL	ENIF	2018	abril 2017 a levantamiento 2018	ENIF	2021	julio 2020 a levantamiento 2021	P · PERSONA ELEGIDA 18-70	cuenta	sin cuenta	CONSTRUIBLE	CAMBIO-MENOR: piso histórico conmensurable con CALC-DIN-CREDITO-PISOS-ENIF2021-0001 (población 18-70; matiz en RESULT -MATIZ)	PENDIENTE:lote-prospectivo-credito-2024 (K2) · historia de la conducta	forense/prereg-caja/DIN-CREDITO-PISOS-HISTORIA-spec-v1_0.md	f38a509ba3d8ae7eac22b9830f8bc48d59384981d12bfefa6ebffaebf5d270ff
RESULT-DIN-CREDITO-PISOS-ENIF2018-K2-DEPARTAMENTAL-EDAD-18-29-P	K2-DEPARTAMENTAL::edad::18-29	K2-DEPARTAMENTAL	ENIF	2018	abril 2017 a levantamiento 2018	ENIF	2021	julio 2020 a levantamiento 2021	P · PERSONA ELEGIDA 18-70	edad	18-29	CONSTRUIBLE	CAMBIO-MENOR: piso histórico conmensurable con CALC-DIN-CREDITO-PISOS-ENIF2021-0001 (población 18-70; matiz en RESULT -MATIZ)	PENDIENTE:lote-prospectivo-credito-2024 (K2) · historia de la conducta	forense/prereg-caja/DIN-CREDITO-PISOS-HISTORIA-spec-v1_0.md	f38a509ba3d8ae7eac22b9830f8bc48d59384981d12bfefa6ebffaebf5d270ff
RESULT-DIN-CREDITO-PISOS-ENIF2018-K2-DEPARTAMENTAL-EDAD-30-44-P	K2-DEPARTAMENTAL::edad::30-44	K2-DEPARTAMENTAL	ENIF	2018	abril 2017 a levantamiento 2018	ENIF	2021	julio 2020 a levantamiento 2021	P · PERSONA ELEGIDA 18-70	edad	30-44	CONSTRUIBLE	CAMBIO-MENOR: piso histórico conmensurable con CALC-DIN-CREDITO-PISOS-ENIF2021-0001 (población 18-70; matiz en RESULT -MATIZ)	PENDIENTE:lote-prospectivo-credito-2024 (K2) · historia de la conducta	forense/prereg-caja/DIN-CREDITO-PISOS-HISTORIA-spec-v1_0.md	f38a509ba3d8ae7eac22b9830f8bc48d59384981d12bfefa6ebffaebf5d270ff
RESULT-DIN-CREDITO-PISOS-ENIF2018-K2-DEPARTAMENTAL-EDAD-45-59-P	K2-DEPARTAMENTAL::edad::45-59	K2-DEPARTAMENTAL	ENIF	2018	abril 2017 a levantamiento 2018	ENIF	2021	julio 2020 a levantamiento 2021	P · PERSONA ELEGIDA 18-70	edad	45-59	CONSTRUIBLE	CAMBIO-MENOR: piso histórico conmensurable con CALC-DIN-CREDITO-PISOS-ENIF2021-0001 (población 18-70; matiz en RESULT -MATIZ)	PENDIENTE:lote-prospectivo-credito-2024 (K2) · historia de la conducta	forense/prereg-caja/DIN-CREDITO-PISOS-HISTORIA-spec-v1_0.md	f38a509ba3d8ae7eac22b9830f8bc48d59384981d12bfefa6ebffaebf5d270ff
