demanda_id	tipo_demanda	variable_requerida	procedencia_demanda	parametro_motor	que_convierte	candidato_id	fuente_candidata	procedencia_oferta	veredicto_A4	evidencia	bloqueo	archivos_examinados	rank	revisado_en
disparador_sin_base:riesgo_fiscal_percibido	disparador_sin_base	base empírica y cableado vivo para el disparador EMISOR-M-2 riesgo_fiscal_percibido	milpa/src/emisor.py:384	milpa/src/emisor.py:384	convierte riesgo_fiscal_percibido de sin base medida a disparador consumible con base medida	CAN-172a5bd559f43ac37084	data/curacion-universo/universo-declarado-t0.tsv	data/curacion-universo/universo-declarado-t0.tsv:4116	EXISTE-NO-SATISFACE	registro real localizado; el texto no prueba cobertura completa de la variable/condición demandada	requiere verificación semántica o variable adicional	universo=59; leidos=59; registros=169474; hits=251; candidatos=251; revisados=251	1	2026-08-25@5db163b17e57b02187d47f7fcf640dda2751baf1
disparador_sin_base:riesgo_fiscal_percibido	disparador_sin_base	base empírica y cableado vivo para el disparador EMISOR-M-2 riesgo_fiscal_percibido	milpa/src/emisor.py:384	milpa/src/emisor.py:384	convierte riesgo_fiscal_percibido de sin base medida a disparador consumible con base medida	CAN-184c94af5f629a01f254	data/curacion-universo/ledger-inspecciones-t0.tsv	data/curacion-universo/ledger-inspecciones-t0.tsv:319	EXISTE-NO-SATISFACE	registro real localizado; el texto no prueba cobertura completa de la variable/condición demandada	requiere verificación semántica o variable adicional	universo=59; leidos=59; registros=169474; hits=251; candidatos=251; revisados=251	1	2026-08-25@5db163b17e57b02187d47f7fcf640dda2751baf1
disparador_sin_base:riesgo_fiscal_percibido	disparador_sin_base	base empírica y cableado vivo para el disparador EMISOR-M-2 riesgo_fiscal_percibido	milpa/src/emisor.py:384	milpa/src/emisor.py:384	convierte riesgo_fiscal_percibido de sin base medida a disparador consumible con base medida	CAN-18a0936b72acebb48ee8	data/curacion-universo/reportes-inspeccion.tsv	data/curacion-universo/reportes-inspeccion.tsv:1354	EXISTE-NO-SATISFACE	registro real localizado; el texto no prueba cobertura completa de la variable/condición demandada	requiere verificación semántica o variable adicional	universo=59; leidos=59; registros=169474; hits=251; candidatos=251; revisados=251	1	2026-08-25@5db163b17e57b02187d47f7fcf640dda2751baf1
disparador_sin_base:riesgo_fiscal_percibido	disparador_sin_base	base empírica y cableado vivo para el disparador EMISOR-M-2 riesgo_fiscal_percibido	milpa/src/emisor.py:384	milpa/src/emisor.py:384	convierte riesgo_fiscal_percibido de sin base medida a disparador consumible con base medida	CAN-192a30231a878a2bb77a	data/curacion-universo/declaraciones-activos-t0.tsv	data/curacion-universo/declaraciones-activos-t0.tsv:31199	EXISTE-NO-SATISFACE	registro real localizado; el texto no prueba cobertura completa de la variable/condición demandada	requiere verificación semántica o variable adicional	universo=59; leidos=59; registros=169474; hits=251; candidatos=251; revisados=251	1	2026-08-25@5db163b17e57b02187d47f7fcf640dda2751baf1
disparador_sin_base:riesgo_fiscal_percibido	disparador_sin_base	base empírica y cableado vivo para el disparador EMISOR-M-2 riesgo_fiscal_percibido	milpa/src/emisor.py:384	milpa/src/emisor.py:384	convierte riesgo_fiscal_percibido de sin base medida a disparador consumible con base medida	CAN-1a7fa2a7eed97627c2a3	data/curacion-universo/reutilizacion-inspecciones.tsv	data/curacion-universo/reutilizacion-inspecciones.tsv:472	EXISTE-NO-SATISFACE	registro real localizado; el texto no prueba cobertura completa de la variable/condición demandada	requiere verificación semántica o variable adicional	universo=59; leidos=59; registros=169474; hits=251; candidatos=251; revisados=251	1	2026-08-25@5db163b17e57b02187d47f7fcf640dda2751baf1
disparador_sin_base:riesgo_fiscal_percibido	disparador_sin_base	base empírica y cableado vivo para el disparador EMISOR-M-2 riesgo_fiscal_percibido	milpa/src/emisor.py:384	milpa/src/emisor.py:384	convierte riesgo_fiscal_percibido de sin base medida a disparador consumible con base medida	CAN-1b64cd96257c8530bbf6	data/curacion-universo/reportes-inspeccion.tsv	data/curacion-universo/reportes-inspeccion.tsv:1197	EXISTE-NO-SATISFACE	registro real localizado; el texto no prueba cobertura completa de la variable/condición demandada	requiere verificación semántica o variable adicional	universo=59; leidos=59; registros=169474; hits=251; candidatos=251; revisados=251	1	2026-08-25@5db163b17e57b02187d47f7fcf640dda2751baf1
disparador_sin_base:riesgo_fiscal_percibido	disparador_sin_base	base empírica y cableado vivo para el disparador EMISOR-M-2 riesgo_fiscal_percibido	milpa/src/emisor.py:384	milpa/src/emisor.py:384	convierte riesgo_fiscal_percibido de sin base medida a disparador consumible con base medida	CAN-1d2e419d6999f0872cd2	data/curacion-universo/universo-declarado-t0.tsv	data/curacion-universo/universo-declarado-t0.tsv:11391	EXISTE-NO-SATISFACE	registro real localizado; el texto no prueba cobertura completa de la variable/condición demandada	requiere verificación semántica o variable adicional	universo=59; leidos=59; registros=169474; hits=251; candidatos=251; revisados=251	1	2026-08-25@5db163b17e57b02187d47f7fcf640dda2751baf1
disparador_sin_base:riesgo_fiscal_percibido	disparador_sin_base	base empírica y cableado vivo para el disparador EMISOR-M-2 riesgo_fiscal_percibido	milpa/src/emisor.py:384	milpa/src/emisor.py:384	convierte riesgo_fiscal_percibido de sin base medida a disparador consumible con base medida	CAN-1d30eff2e9b268866dcf	data/curacion-universo/reutilizacion-inspecciones.tsv	data/curacion-universo/reutilizacion-inspecciones.tsv:96	EXISTE-NO-SATISFACE	registro real localizado; el texto no prueba cobertura completa de la variable/condición demandada	requiere verificación semántica o variable adicional	universo=59; leidos=59; registros=169474; hits=251; candidatos=251; revisados=251	1	2026-08-25@5db163b17e57b02187d47f7fcf640dda2751baf1
disparador_sin_base:riesgo_fiscal_percibido	disparador_sin_base	base empírica y cableado vivo para el disparador EMISOR-M-2 riesgo_fiscal_percibido	milpa/src/emisor.py:384	milpa/src/emisor.py:384	convierte riesgo_fiscal_percibido de sin base medida a disparador consumible con base medida	CAN-1de35800b43244dfeb3e	data/curacion-universo/reutilizacion-inspecciones.tsv	data/curacion-universo/reutilizacion-inspecciones.tsv:313	EXISTE-NO-SATISFACE	registro real localizado; el texto no prueba cobertura completa de la variable/condición demandada	requiere verificación semántica o variable adicional	universo=59; leidos=59; registros=169474; hits=251; candidatos=251; revisados=251	1	2026-08-25@5db163b17e57b02187d47f7fcf640dda2751baf1
disparador_sin_base:riesgo_fiscal_percibido	disparador_sin_base	base empírica y cableado vivo para el disparador EMISOR-M-2 riesgo_fiscal_percibido	milpa/src/emisor.py:384	milpa/src/emisor.py:384	convierte riesgo_fiscal_percibido de sin base medida a disparador consumible con base medida	CAN-1e081fca2896d9ded3e5	data/manifiesto.yaml	data/manifiesto.yaml:10575-10595	EXISTE-NO-SATISFACE	registro real localizado; el texto no prueba cobertura completa de la variable/condición demandada	requiere verificación semántica o variable adicional	universo=59; leidos=59; registros=169474; hits=251; candidatos=251; revisados=251	1	2026-08-25@5db163b17e57b02187d47f7fcf640dda2751baf1
disparador_sin_base:riesgo_fiscal_percibido	disparador_sin_base	base empírica y cableado vivo para el disparador EMISOR-M-2 riesgo_fiscal_percibido	milpa/src/emisor.py:384	milpa/src/emisor.py:384	convierte riesgo_fiscal_percibido de sin base medida a disparador consumible con base medida	CAN-1e1e6c6b637563f93c9b	data/curacion-universo/reportes-inspeccion.tsv	data/curacion-universo/reportes-inspeccion.tsv:636	EXISTE-NO-SATISFACE	registro real localizado; el texto no prueba cobertura completa de la variable/condición demandada	requiere verificación semántica o variable adicional	universo=59; leidos=59; registros=169474; hits=251; candidatos=251; revisados=251	1	2026-08-25@5db163b17e57b02187d47f7fcf640dda2751baf1
disparador_sin_base:riesgo_fiscal_percibido	disparador_sin_base	base empírica y cableado vivo para el disparador EMISOR-M-2 riesgo_fiscal_percibido	milpa/src/emisor.py:384	milpa/src/emisor.py:384	convierte riesgo_fiscal_percibido de sin base medida a disparador consumible con base medida	CAN-1ed93db19ec50ce03d3d	data/curacion-universo/ledger-inspecciones-t0.tsv	data/curacion-universo/ledger-inspecciones-t0.tsv:90	EXISTE-NO-SATISFACE	registro real localizado; el texto no prueba cobertura completa de la variable/condición demandada	requiere verificación semántica o variable adicional	universo=59; leidos=59; registros=169474; hits=251; candidatos=251; revisados=251	1	2026-08-25@5db163b17e57b02187d47f7fcf640dda2751baf1
disparador_sin_base:riesgo_fiscal_percibido	disparador_sin_base	base empírica y cableado vivo para el disparador EMISOR-M-2 riesgo_fiscal_percibido	milpa/src/emisor.py:384	milpa/src/emisor.py:384	convierte riesgo_fiscal_percibido de sin base medida a disparador consumible con base medida	CAN-1ef8f143d5651b8ad86f	data/curacion-universo/reportes-inspeccion.tsv	data/curacion-universo/reportes-inspeccion.tsv:587	EXISTE-NO-SATISFACE	registro real localizado; el texto no prueba cobertura completa de la variable/condición demandada	requiere verificación semántica o variable adicional	universo=59; leidos=59; registros=169474; hits=251; candidatos=251; revisados=251	1	2026-08-25@5db163b17e57b02187d47f7fcf640dda2751baf1
disparador_sin_base:riesgo_fiscal_percibido	disparador_sin_base	base empírica y cableado vivo para el disparador EMISOR-M-2 riesgo_fiscal_percibido	milpa/src/emisor.py:384	milpa/src/emisor.py:384	convierte riesgo_fiscal_percibido de sin base medida a disparador consumible con base medida	CAN-1f3361728257113d829f	data/curacion-universo/plan-inspeccion.tsv	data/curacion-universo/plan-inspeccion.tsv:241	EXISTE-NO-SATISFACE	registro real localizado; el texto no prueba cobertura completa de la variable/condición demandada	requiere verificación semántica o variable adicional	universo=59; leidos=59; registros=169474; hits=251; candidatos=251; revisados=251	1	2026-08-25@5db163b17e57b02187d47f7fcf640dda2751baf1
disparador_sin_base:riesgo_fiscal_percibido	disparador_sin_base	base empírica y cableado vivo para el disparador EMISOR-M-2 riesgo_fiscal_percibido	milpa/src/emisor.py:384	milpa/src/emisor.py:384	convierte riesgo_fiscal_percibido de sin base medida a disparador consumible con base medida	CAN-215f48d2e32d53cc0d27	data/curacion-universo/reportes-inspeccion.tsv	data/curacion-universo/reportes-inspeccion.tsv:1462	EXISTE-NO-SATISFACE	registro real localizado; el texto no prueba cobertura completa de la variable/condición demandada	requiere verificación semántica o variable adicional	universo=59; leidos=59; registros=169474; hits=251; candidatos=251; revisados=251	1	2026-08-25@5db163b17e57b02187d47f7fcf640dda2751baf1
disparador_sin_base:riesgo_fiscal_percibido	disparador_sin_base	base empírica y cableado vivo para el disparador EMISOR-M-2 riesgo_fiscal_percibido	milpa/src/emisor.py:384	milpa/src/emisor.py:384	convierte riesgo_fiscal_percibido de sin base medida a disparador consumible con base medida	CAN-224b6b69d856f1ba1a91	data/curacion-universo/ledger-inspecciones-barrido2.tsv	data/curacion-universo/ledger-inspecciones-barrido2.tsv:258	EXISTE-NO-SATISFACE	registro real localizado; el texto no prueba cobertura completa de la variable/condición demandada	requiere verificación semántica o variable adicional	universo=59; leidos=59; registros=169474; hits=251; candidatos=251; revisados=251	1	2026-08-25@5db163b17e57b02187d47f7fcf640dda2751baf1
disparador_sin_base:riesgo_fiscal_percibido	disparador_sin_base	base empírica y cableado vivo para el disparador EMISOR-M-2 riesgo_fiscal_percibido	milpa/src/emisor.py:384	milpa/src/emisor.py:384	convierte riesgo_fiscal_percibido de sin base medida a disparador consumible con base medida	CAN-22ea652f5c2442c21453	data/curacion-universo/reportes-inspeccion.tsv	data/curacion-universo/reportes-inspeccion.tsv:1460	EXISTE-NO-SATISFACE	registro real localizado; el texto no prueba cobertura completa de la variable/condición demandada	requiere verificación semántica o variable adicional	universo=59; leidos=59; registros=169474; hits=251; candidatos=251; revisados=251	1	2026-08-25@5db163b17e57b02187d47f7fcf640dda2751baf1
disparador_sin_base:riesgo_fiscal_percibido	disparador_sin_base	base empírica y cableado vivo para el disparador EMISOR-M-2 riesgo_fiscal_percibido	milpa/src/emisor.py:384	milpa/src/emisor.py:384	convierte riesgo_fiscal_percibido de sin base medida a disparador consumible con base medida	CAN-237957a4e4007dec8b63	data/curacion-universo/familias-activos.tsv	data/curacion-universo/familias-activos.tsv:20346	EXISTE-NO-SATISFACE	registro real localizado; el texto no prueba cobertura completa de la variable/condición demandada	requiere verificación semántica o variable adicional	universo=59; leidos=59; registros=169474; hits=251; candidatos=251; revisados=251	1	2026-08-25@5db163b17e57b02187d47f7fcf640dda2751baf1
disparador_sin_base:riesgo_fiscal_percibido	disparador_sin_base	base empírica y cableado vivo para el disparador EMISOR-M-2 riesgo_fiscal_percibido	milpa/src/emisor.py:384	milpa/src/emisor.py:384	convierte riesgo_fiscal_percibido de sin base medida a disparador consumible con base medida	CAN-24e6c7d68feb0795cba9	data/curacion-universo/ledger-inspecciones-t0.tsv	data/curacion-universo/ledger-inspecciones-t0.tsv:10	EXISTE-NO-SATISFACE	registro real localizado; el texto no prueba cobertura completa de la variable/condición demandada	requiere verificación semántica o variable adicional	universo=59; leidos=59; registros=169474; hits=251; candidatos=251; revisados=251	1	2026-08-25@5db163b17e57b02187d47f7fcf640dda2751baf1
disparador_sin_base:riesgo_fiscal_percibido	disparador_sin_base	base empírica y cableado vivo para el disparador EMISOR-M-2 riesgo_fiscal_percibido	milpa/src/emisor.py:384	milpa/src/emisor.py:384	convierte riesgo_fiscal_percibido de sin base medida a disparador consumible con base medida	CAN-250724f371680b07cf97	data/curacion-universo/ledger-inspecciones-barrido2.tsv	data/curacion-universo/ledger-inspecciones-barrido2.tsv:408	EXISTE-NO-SATISFACE	registro real localizado; el texto no prueba cobertura completa de la variable/condición demandada	requiere verificación semántica o variable adicional	universo=59; leidos=59; registros=169474; hits=251; candidatos=251; revisados=251	1	2026-08-25@5db163b17e57b02187d47f7fcf640dda2751baf1
disparador_sin_base:riesgo_fiscal_percibido	disparador_sin_base	base empírica y cableado vivo para el disparador EMISOR-M-2 riesgo_fiscal_percibido	milpa/src/emisor.py:384	milpa/src/emisor.py:384	convierte riesgo_fiscal_percibido de sin base medida a disparador consumible con base medida	CAN-2538d354a15a5bf4a3e1	data/curacion-universo/estado-activos.tsv	data/curacion-universo/estado-activos.tsv:4116	EXISTE-NO-SATISFACE	registro real localizado; el texto no prueba cobertura completa de la variable/condición demandada	requiere verificación semántica o variable adicional	universo=59; leidos=59; registros=169474; hits=251; candidatos=251; revisados=251	1	2026-08-25@5db163b17e57b02187d47f7fcf640dda2751baf1
disparador_sin_base:riesgo_fiscal_percibido	disparador_sin_base	base empírica y cableado vivo para el disparador EMISOR-M-2 riesgo_fiscal_percibido	milpa/src/emisor.py:384	milpa/src/emisor.py:384	convierte riesgo_fiscal_percibido de sin base medida a disparador consumible con base medida	CAN-2590846a74904fd2519b	data/curacion-universo/contratos-inspeccion.jsonl	data/curacion-universo/contratos-inspeccion.jsonl:506	EXISTE-NO-SATISFACE	registro real localizado; el texto no prueba cobertura completa de la variable/condición demandada	requiere verificación semántica o variable adicional	universo=59; leidos=59; registros=169474; hits=251; candidatos=251; revisados=251	1	2026-08-25@5db163b17e57b02187d47f7fcf640dda2751baf1
